fishery_name,year,month,crc_area,angler_final,total_effort_hrs,n_completed_angler_trips,mean_trip_length,mean_group_size,sd,total_trips_est,pe_period
Quillayute fall salmon 2022,2022,11,406,boat,2100.527777777778,32,6.4921884375,2.96875,2.236143560204905,323.54695154021823,week
Quillayute fall salmon 2022,2022,12,398,bank,705.5190903861715,55,4.076364,1.7454545454545454,2.2637226896760287,173.07558657327252,week
Quillayute fall salmon 2022,2022,12,398,boat,547.068353909465,41,6.4166668292682925,2.2195121951219514,1.6621691232985876,85.25740364360611,week
Quillayute fall salmon 2022,2022,12,400,bank,551.9205203564256,11,4.89394,1.8181818181818181,2.578342390339188,112.77631527080955,week
Quillayute fall salmon 2022,2022,12,400,boat,26.56395061728395,4,4.0333325,2.25,0.4642781733239244,6.58610481959619,week
Quillayute fall salmon 2022,2022,12,402,bank,4.057803714562604,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2022,2022,12,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2022,2022,12,404,bank,92.21641402128188,1,2,3,NA,46.10820701064094,week
Quillayute fall salmon 2022,2022,12,404,boat,43.02800411522634,2,5.68333,2,0.9899494936611668,7.570914255414755,week
Quillayute fall salmon 2022,2022,12,406,bank,110.31118773631545,1,1.33333,1,NA,82.73359763623068,week
Quillayute fall salmon 2022,2022,12,406,boat,41.20090534979424,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,398,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,398,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,400,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,400,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,402,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,404,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,404,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,406,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,9,406,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,10,398,bank,391.7274420298329,5,5.183332,2.2,2.6746762161278514,75.57444555545214,week
Quillayute fall salmon 2023,2023,10,398,boat,908.9830492424243,19,6.8421042105263155,2.9473684210526314,2.095633103997495,132.85138917410652,week
Quillayute fall salmon 2023,2023,10,400,bank,384.5871115802445,3,2.6888900000000002,1.6666666666666667,2.07901880347437,143.02820553471673,week
Quillayute fall salmon 2023,2023,10,400,boat,21.509469696969695,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,10,402,bank,134.1827605319379,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,10,402,boat,735.2465909090909,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,10,404,bank,2640.790805569325,32,5.33489625,1.9375,3.1585393512413806,495.00321689842144,week
Quillayute fall salmon 2023,2023,10,404,boat,4648.700568181818,36,6.647685555555555,2.3333333333333335,2.409321588928474,699.296097766965,week
Quillayute fall salmon 2023,2023,10,406,bank,1483.7303630629892,33,4.2752530303030305,2.0606060606060606,2.8181181667365425,347.05088857812524,week
Quillayute fall salmon 2023,2023,10,406,boat,537.7016098484848,5,5.766666,2.8,2.4296484770908733,93.24306451049617,week
Quillayute fall salmon 2023,2023,11,398,bank,359.5377052257368,6,3.1277783333333335,1.8333333333333333,1.7577952457373032,114.94986757663563,week
Quillayute fall salmon 2023,2023,11,398,boat,952.0721117424242,18,6.168518888888888,2.888888888888889,1.5556544116597169,154.34371344105867,week
Quillayute fall salmon 2023,2023,11,400,bank,92.19387821072253,3,1.8222233333333333,2,1.0463334218275422,50.5941706069998,week
Quillayute fall salmon 2023,2023,11,400,boat,41.61335227272727,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,11,402,bank,11.444217802012133,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,11,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,11,404,bank,195.3850961558601,4,2.3458325,2.5,1.984309719984509,83.29030148395509,week
Quillayute fall salmon 2023,2023,11,404,boat,467.2759943181818,1,2.4,5,NA,194.6983309659091,week
Quillayute fall salmon 2023,2023,11,406,bank,643.7083470233399,10,3.341667,1.5,1.8896618173516304,192.63090757497378,week
Quillayute fall salmon 2023,2023,11,406,boat,570.6861742424242,6,5.644445,2.6666666666666665,1.4103049683348634,101.10580831993653,week
Quillayute fall salmon 2023,2023,12,398,bank,43.33312341602027,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,398,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,400,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,400,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,402,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,404,bank,0.9632852524942228,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,404,boat,10.933522727272726,1,7.53333,3,NA,1.4513532166084222,week
Quillayute fall salmon 2023,2023,12,406,bank,5.385064223177943,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2023,2023,12,406,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,9,398,bank,319.59157830482616,13,2.0974361538461537,2.076923076923077,1.0967927102658495,152.3724942562748,week
Quillayute fall salmon 2024,2024,9,398,boat,794.1880952380952,11,6.1393936363636366,2.5454545454545454,1.8675638825928966,129.35937036747703,week
Quillayute fall salmon 2024,2024,9,400,bank,329.92743930376565,10,4.261667,2.2,1.6234024637371283,77.41746112583776,week
Quillayute fall salmon 2024,2024,9,400,boat,47.577242063492065,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,9,402,bank,116.70781161423282,1,0.51667,2,NA,225.8846296750979,week
Quillayute fall salmon 2024,2024,9,402,boat,371.9976951058201,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,9,404,bank,1329.8386206106811,23,4.657246521739131,2.347826086956522,3.782992624494298,285.5418141176874,week
Quillayute fall salmon 2024,2024,9,404,boat,1637.4585515873016,25,5.3413324,2.36,1.6302634449128153,306.56368654145206,week
Quillayute fall salmon 2024,2024,9,406,bank,1142.3368233451636,18,2.5361105555555556,2.1666666666666665,1.4513266806593859,450.428637995604,week
Quillayute fall salmon 2024,2024,9,406,boat,259.73810185185187,1,3.98333,2,NA,65.20627260404031,week
Quillayute fall salmon 2024,2024,10,398,bank,240.30985586663743,11,4.375758181818182,2,3.148425904923977,54.9184497592108,week
Quillayute fall salmon 2024,2024,10,398,boat,1082.8311970899472,8,5.9229175,2.125,2.7660622568437816,182.82057737423276,week
Quillayute fall salmon 2024,2024,10,400,bank,216.60170780659817,5,2.620002,2,0.9064113672444758,82.6723444511104,week
Quillayute fall salmon 2024,2024,10,400,boat,67.71170634920634,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,10,402,bank,100.75550615515124,3,1.9944433333333333,1.3333333333333333,0.9916766759550883,50.51810922437066,week
Quillayute fall salmon 2024,2024,10,402,boat,556.3760218253968,2,7.074999999999999,2.5,0.22391243333053196,78.63972039934939,week
Quillayute fall salmon 2024,2024,10,404,bank,1384.7592336977664,45,3.524814222222222,2,2.4429807127131777,392.8602037995477,week
Quillayute fall salmon 2024,2024,10,404,boat,4716.400575396826,41,5.541057804878049,2.341463414634146,2.638693992884086,851.1733213186768,week
Quillayute fall salmon 2024,2024,10,406,bank,1621.7814191803395,40,2.42833325,1.925,1.5869044690914762,667.8578482505807,week
Quillayute fall salmon 2024,2024,10,406,boat,4197.156263227514,40,6.81750075,2.75,1.7659446432584656,615.6444153273491,week
Quillayute fall salmon 2024,2024,11,398,bank,690.8799032506267,23,3.3833334782608695,2.0434782608695654,1.7033684512795888,204.20094787870536,week
Quillayute fall salmon 2024,2024,11,398,boat,1333.1500264550266,17,5.737255294117647,2.588235294117647,1.730651207295673,232.36721360855122,week
Quillayute fall salmon 2024,2024,11,400,bank,342.13124760838906,2,2.9666699999999997,1.5,0.7778174593052023,115.32501006461423,week
Quillayute fall salmon 2024,2024,11,400,boat,72.31814153439153,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,11,402,bank,24.139824002777438,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,11,402,boat,58.737876984126984,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,11,404,bank,98.27046905508878,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2024,2024,11,404,boat,477.68723544973545,1,4.31667,3,NA,110.66105017287293,week
Quillayute fall salmon 2024,2024,11,406,bank,760.8349794954999,18,2.305555555555556,1.6111111111111112,2.1458575901934522,330.00071399804807,week
Quillayute fall salmon 2024,2024,11,406,boat,3293.6003802910054,57,6.1456140350877195,2.6140350877192984,1.456902372495028,535.9269816631096,week
Quillayute fall salmon 2025,2025,9,398,bank,265.7962173187886,4,3.4083325,1.75,2.0906536590800973,77.98423930728254,week
Quillayute fall salmon 2025,2025,9,398,boat,189.87146990740743,2,6.758335,2.5,1.0017369637035463,28.094415252781555,week
Quillayute fall salmon 2025,2025,9,400,bank,614.3345596363433,12,6.4652775,2.0833333333333335,2.5211767666567027,95.020601921007,week
Quillayute fall salmon 2025,2025,9,400,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,9,402,bank,93.46920970352947,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,9,402,boat,39.71068672839507,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,9,404,bank,1844.8615962434483,34,3.183333823529412,1.8823529411764706,2.257706410430076,579.5375849705958,week
Quillayute fall salmon 2025,2025,9,404,boat,2114.7460358796297,25,5.0593328,2.64,2.3384432096242294,417.98911427206957,week
Quillayute fall salmon 2025,2025,9,406,bank,2060.7603013416133,19,4.198246842105263,1.4210526315789473,4.07244961349507,490.8621095533819,week
Quillayute fall salmon 2025,2025,9,406,boat,408.7960841049383,3,6.044443333333334,3.6666666666666665,2.1071508321981445,67.63171752319154,week
Quillayute fall salmon 2025,2025,10,398,bank,252.03613917399855,1,4.21667,1,NA,59.77136915480665,week
Quillayute fall salmon 2025,2025,10,398,boat,1268.843007330247,12,5.941666666666666,2.4166666666666665,1.8622855703303416,213.5500152589476,week
Quillayute fall salmon 2025,2025,10,400,bank,274.2184059627735,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,10,400,boat,28.419945987654323,1,5.8,2,NA,4.899990687526608,week
Quillayute fall salmon 2025,2025,10,402,bank,425.47386977087274,3,2.1777766666666665,2.3333333333333335,2.862802321089134,195.37075416558147,week
Quillayute fall salmon 2025,2025,10,402,boat,24.26616512345679,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,10,404,bank,4113.260623405498,32,4.82864625,2.28125,3.1797645254455964,851.8455091642918,week
Quillayute fall salmon 2025,2025,10,404,boat,6523.368778935186,66,6.057323181818182,2.8181818181818183,1.975590915119329,1076.9391995652302,week
Quillayute fall salmon 2025,2025,10,406,bank,4833.049315266104,41,3.973577317073171,1.975609756097561,3.1020152739952978,1216.2967848895405,week
Quillayute fall salmon 2025,2025,10,406,boat,1963.4407310956792,22,6.748485,2.4545454545454546,1.7844862977358897,290.9454093912455,week
Quillayute fall salmon 2025,2025,11,398,bank,1794.7393125040524,34,5.675000294117647,2,2.7530153713133876,316.2536069582882,week
Quillayute fall salmon 2025,2025,11,398,boat,1537.1747685185187,21,6.367460476190476,2.3333333333333335,2.3923352583542217,241.4109634863693,week
Quillayute fall salmon 2025,2025,11,400,bank,686.6364890728324,7,6.2,2.142857142857143,1.956873294978497,110.74782081819878,week
Quillayute fall salmon 2025,2025,11,400,boat,139.051350308642,3,6.766666666666667,3.6666666666666665,0.9073771725877466,20.54946063674512,week
Quillayute fall salmon 2025,2025,11,402,bank,49.137117799144974,1,0.51667,1,NA,95.10348539521354,week
Quillayute fall salmon 2025,2025,11,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,11,404,bank,251.35381406369208,1,2,3,NA,125.67690703184604,week
Quillayute fall salmon 2025,2025,11,404,boat,256.52530864197536,2,2.25,2,0.3535533905932738,114.01124828532238,week
Quillayute fall salmon 2025,2025,11,406,bank,1564.060540801987,8,1.7458325000000001,2.25,0.8486551873363276,895.882360307754,week
Quillayute fall salmon 2025,2025,11,406,boat,1274.140808256173,28,6.273215,2.7142857142857144,1.1561721006086965,203.10810457734556,week
Quillayute fall salmon 2025,2025,12,398,bank,130.88703432825113,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,398,boat,163.85717592592593,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,400,bank,21.938900413298622,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,400,boat,9.638657407407408,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,402,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,402,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,404,bank,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,404,boat,0,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,406,bank,5.244122985862384,NA,NA,NA,NA,NA,week
Quillayute fall salmon 2025,2025,12,406,boat,9.638657407407408,NA,NA,NA,NA,NA,week
Satsop salmon 2022,2022,10,329,bank,5693.46621639546,41,3.9532519512195123,1.6829268292682926,2.3528473688269917,1440.198167647554,week
Satsop salmon 2022,2022,10,329,boat,3085.588283632898,32,6.590624375,2.5,2.398938811931881,468.1784468460013,week
Satsop salmon 2022,2022,11,329,bank,11769.388396414553,142,4.220070352112676,1.7112676056338028,2.2945317432176022,2788.908102094197,week
Satsop salmon 2022,2022,11,329,boat,5836.027709241104,62,6.1107527419354835,2.467741935483871,2.058966846262249,955.0423582336987,week
Satsop salmon 2022,2022,12,329,bank,1338.0869125049228,38,2.6469294736842106,1.5263157894736843,1.9445734384691453,505.5242029710996,week
Satsop salmon 2022,2022,12,329,boat,575.3717061546841,6,5.855555,1.8333333333333333,2.107597187251397,98.26083200562272,week
Satsop salmon 2023,2023,10,329,bank,24743.451493754328,124,4.060618225806452,1.7258064516129032,2.2535489284598818,6093.518306277168,week
Satsop salmon 2023,2023,10,329,boat,12761.08516872428,41,6.520325365853658,2.268292682926829,2.3741856542697937,1957.1239857987614,week
Satsop salmon 2023,2023,11,329,bank,6130.521909290424,105,2.812380666666667,1.638095238095238,2.2023634373075156,2179.833612836109,week
Satsop salmon 2023,2023,11,329,boat,5953.680323927102,53,5.507233018867924,2.6226415094339623,2.03509662772915,1081.065628334526,week
Satsop salmon 2023,2023,12,329,bank,165.54873610302002,NA,NA,NA,NA,NA,week
Satsop salmon 2023,2023,12,329,boat,141.5239700176367,NA,NA,NA,NA,NA,week
Satsop salmon 2024,2024,10,329,bank,18066.46146108227,201,4.478441094527363,1.756218905472637,2.147174862905161,4034.0960347026585,week
Satsop salmon 2024,2024,10,329,boat,11991.442269459498,59,6.513559322033898,2.4237288135593222,2.289155600601464,1840.9968615615676,week
Satsop salmon 2024,2024,11,329,bank,5915.16333653877,87,3.548084482758621,1.8045977011494252,1.8997765318117534,1667.1427541487838,week
Satsop salmon 2024,2024,11,329,boat,6052.55263211382,56,6.138095357142857,2.625,1.8241665676098016,986.0636369994658,week
Satsop salmon 2024,2024,12,329,bank,1056.845404656333,28,2.6291667857142857,1.8214285714285714,1.837601838113315,401.96970781722837,week
Satsop salmon 2024,2024,12,329,boat,1794.4731452624708,19,5.37193,1.894736842105263,1.5920532124063358,334.04626368222796,week
Satsop salmon 2025,2025,10,329,bank,17263.277398062633,95,3.6643856842105262,1.9894736842105263,1.8984198189948536,4711.0972713512065,week
Satsop salmon 2025,2025,10,329,boat,11041.524879188713,40,6.38583375,2.325,1.7745530469355209,1729.0655083509987,week
Satsop salmon 2025,2025,11,329,bank,3255.83754688423,83,3.2200809638554215,1.6265060240963856,1.8755321477582487,1011.1042496850753,week
Satsop salmon 2025,2025,11,329,boat,3751.7112037037036,69,5.9285033333333335,2.5217391304347827,2.086568283622563,632.8260258553795,week
Satsop salmon 2025,2025,12,329,bank,843.8877034184,16,2.169791875,1.25,1.3162540410078836,388.92564450145704,week
Satsop salmon 2025,2025,12,329,boat,814.2489576719577,12,5.333334166666667,2.0833333333333335,2.1035795994726287,152.67165570854584,week
Skagit fall salmon 2022,2022,9,830,bank,16306.949570974346,88,3.0863642045454545,1.625,1.8432029034350894,5283.546752829178,week
Skagit fall salmon 2022,2022,9,830,boat,44180.12734827264,459,4.999019694989107,2.178649237472767,1.9093135951678866,8837.758209386073,week
Skagit fall salmon 2022,2022,10,830,bank,20627.293007272485,81,2.7979422222222223,1.5925925925925926,1.7911500433813468,7372.3084213260045,week
Skagit fall salmon 2022,2022,10,830,boat,33099.79819833489,393,5.551950865139949,2.2264631043257,2.0682401440715847,5961.831976245441,week
Skagit fall salmon 2022,2022,11,830,bank,6038.048289531741,30,2.422222,1.3666666666666667,1.5518386207121515,2492.7724583179165,week
Skagit fall salmon 2022,2022,11,830,boat,10212.503088235293,88,4.985605909090909,2.2045454545454546,1.7748094983992957,2048.3975818492786,week
Skagit fall salmon 2023,2023,8,830,bank,32071.233456048933,37,2.486937027027027,1.945945945945946,1.5910447965511791,12895.876778346907,week
Skagit fall salmon 2023,2023,8,830,boat,17303.764132154403,179,3.8530725139664805,2.3966480446927374,1.6492727865579797,4490.900202223636,week
Skagit fall salmon 2023,2023,9,830,bank,72780.15893411488,119,2.7308125210084033,2,1.642050611944349,26651.466687738583,week
Skagit fall salmon 2023,2023,9,830,boat,46218.74403381414,394,4.465355304568528,2.401015228426396,2.0733511204893977,10350.518801164042,week
Skagit fall salmon 2023,2023,10,830,bank,41205.00864973694,100,3.1226664,1.61,2.3772188597532846,13195.456501449191,week
Skagit fall salmon 2023,2023,10,830,boat,34774.28376023557,347,4.658501412103746,2.2593659942363113,1.8595823460390302,7464.693188647496,week
Skagit fall salmon 2023,2023,11,830,bank,8765.458419605004,42,2.4670633333333334,1.3571428571428572,1.5931781581796849,3552.9928645008454,week
Skagit fall salmon 2023,2023,11,830,boat,8498.111091952213,48,4.510416666666667,2.2291666666666665,1.9077473757425227,1884.1077709640008,week
Skagit fall salmon 2024,2024,9,830,bank,18439.897102618157,154,3.2106062987012987,1.7857142857142858,1.9310087318615177,5743.431422930043,week
Skagit fall salmon 2024,2024,9,830,boat,44972.58310185185,426,4.715688403755869,2.0305164319248825,1.9085113900590718,9536.80125812233,week
Skagit fall salmon 2024,2024,10,830,bank,16887.255530380826,82,2.6697160975609755,1.4878048780487805,1.6510595111495596,6325.487397633346,week
Skagit fall salmon 2024,2024,10,830,boat,32733.746342592593,205,4.648699219512195,2.2,1.9176243771271602,7041.4851116195605,week
Skagit fall salmon 2024,2024,11,830,bank,5723.545336551985,53,2.510062641509434,1.6415094339622642,1.3595549002440113,2280.24003939205,week
Skagit fall salmon 2024,2024,11,830,boat,9777.698356481482,38,5.442105,2.526315789473684,2.024003322582667,1796.6758003532607,week
Skagit fall salmon 2025,2025,8,830,bank,21063.383604755247,66,3.0207072727272726,2.0757575757575757,2.0007261293229326,6972.997282764835,week
Skagit fall salmon 2025,2025,8,830,boat,12746.550685723134,101,4.138613762376238,2.1881188118811883,1.9802974752470153,3079.9082537251647,week
Skagit fall salmon 2025,2025,9,826,bank,3156.1143221847856,11,5.065150909090909,2.4545454545454546,2.3302526747735084,623.1037098065935,week
Skagit fall salmon 2025,2025,9,826,boat,0,NA,NA,NA,NA,NA,week
Skagit fall salmon 2025,2025,9,830,bank,54487.46206052033,114,3.427339210526316,1.956140350877193,2.452074474089576,15897.89008720646,week
Skagit fall salmon 2025,2025,9,830,boat,44678.44894675926,354,4.773964152542373,2.3926553672316384,2.152171104274389,9358.773446793848,week
Skagit fall salmon 2025,2025,10,826,bank,9181.489874089102,10,4.061666,2.2,1.768465549566755,2260.5231139362772,week
Skagit fall salmon 2025,2025,10,826,boat,0,NA,NA,NA,NA,NA,week
Skagit fall salmon 2025,2025,10,830,bank,33590.93647017564,127,3.132808031496063,1.6456692913385826,1.8835931638447305,10722.309229440527,week
Skagit fall salmon 2025,2025,10,830,boat,32051.174708365936,235,4.847659404255319,2.523404255319149,1.7942892545185796,6611.680408122552,week
Skagit fall salmon 2025,2025,11,826,bank,1782.8166358018123,5,2.713334,1.2,1.3629742925785502,657.0575667432805,week
Skagit fall salmon 2025,2025,11,826,boat,0,NA,NA,NA,NA,NA,week
Skagit fall salmon 2025,2025,11,830,bank,3791.7770381277005,14,2.8666657142857144,1.3571428571428572,1.481856103954218,1322.7133597167592,week
Skagit fall salmon 2025,2025,11,830,boat,3625.535538601982,33,5.6434339393939394,2.909090909090909,1.8270385735647101,642.4343010899736,week
Snohomish fall salmon 2022,2022,10,850,bank,199.14468111919098,1,2,1,NA,99.57234055959549,week
Snohomish fall salmon 2022,2022,10,850,boat,918.7502645502645,4,3.6416674999999996,1.75,1.5372810352995534,252.2883444329458,week
Snohomish fall salmon 2022,2022,10,852,bank,303.5954242187296,1,3,2,NA,101.19847473957653,week
Snohomish fall salmon 2022,2022,10,852,boat,388.417261904762,2,3.0583349999999996,2.5,1.4024260923307152,127.00285021253788,week
Snohomish fall salmon 2022,2022,11,850,bank,450.0678649555607,3,2.533333333333333,2.6666666666666665,3.279526829015633,177.6583677456161,week
Snohomish fall salmon 2022,2022,11,850,boat,874.9498677248678,2,2.966665,1.5,0.023567869016947532,294.92708739438655,week
Snohomish fall salmon 2022,2022,11,852,bank,745.4736350770191,8,3.23750125,1.5,1.867999605937841,230.26203776045463,week
Snohomish fall salmon 2022,2022,11,852,boat,2099.6174603174604,11,3.6303036363636365,2.8181818181818183,1.4358266773832609,578.3586362546199,week
Snohomish fall salmon 2023,2023,9,850,bank,59623.391037426234,464,2.9836205603448276,1.8448275862068966,1.9827956486323897,19983.57024008956,week
Snohomish fall salmon 2023,2023,9,850,boat,53285.84822635136,785,4.432377885350318,2.5337579617834396,1.907830684609449,12021.955168233551,week
Snohomish fall salmon 2023,2023,10,844,bank,4325.248053142046,48,2.9277775,1.625,1.9590530527983983,1477.3144657140258,week
Snohomish fall salmon 2023,2023,10,844,boat,731.1071354166668,7,7.216667142857143,2.2857142857142856,2.495643801004157,101.3081414098884,week
Snohomish fall salmon 2023,2023,10,850,bank,28632.863063249377,305,3.138087475409836,1.6262295081967213,1.4677663837019546,9124.303668274864,week
Snohomish fall salmon 2023,2023,10,850,boat,26281.776143721847,243,4.477435144032921,2.308641975308642,1.8167431184489715,5869.828439334867,week
Snohomish fall salmon 2023,2023,11,844,bank,3020.7049798615644,23,2.9652178260869566,1.434782608695652,1.4857053072529574,1018.7126737491092,week
Snohomish fall salmon 2023,2023,11,844,boat,2093.9591891891896,26,5.120513076923077,2.269230769230769,1.5726356221344326,408.93542458199374,week
Snohomish fall salmon 2024,2024,9,850,bank,3521.325242439571,175,2.471999942857143,1.782857142857143,1.6929250292069977,1424.4843543036718,week
Snohomish fall salmon 2024,2024,9,850,boat,11112.203792517006,312,4.616025897435898,2.3141025641025643,1.9273369076499172,2407.3096727402667,week
Snohomish fall salmon 2024,2024,10,850,bank,10349.32829544979,256,2.524999921875,1.56640625,1.7549190970081543,4098.744006203629,week
Snohomish fall salmon 2024,2024,10,850,boat,13787.280259353742,227,4.21130704845815,2.171806167400881,1.9867950052090304,3273.87200712462,week
Snohomish fall salmon 2024,2024,11,844,bank,3267.3354930429864,109,2.36926623853211,1.6238532110091743,1.6405878104558367,1379.0495301478988,week
Snohomish fall salmon 2024,2024,11,844,boat,2564.9151828231293,44,5.933712727272727,2.6363636363636362,1.8890906853770772,432.26143575070313,week
Snohomish fall salmon 2024,2024,11,850,bank,309.64848020223474,4,0.9458300000000001,2,0.08539125638299667,327.38280684925905,week
Snohomish fall salmon 2024,2024,11,850,boat,255.97001417233562,4,4.5041675,1.5,1.8490439346389258,56.829594852397385,week
Snohomish fall salmon 2024,2024,11,852,bank,1558.3228763935344,54,2.0108024074074073,1.4444444444444444,1.1440086685545952,774.9756369163744,week
Snohomish fall salmon 2024,2024,11,852,boat,980.7507950680273,23,3.619565217391304,2.8260869565217392,1.499314427287199,270.95817761639194,week
Snohomish fall salmon 2025,2025,8,850,bank,22438.206926346258,194,2.9819587113402064,1.9639175257731958,1.7485055528291857,7524.653792493884,week
Snohomish fall salmon 2025,2025,8,850,boat,16178.901818181816,149,4.821476577181208,2.4832214765100673,2.099168845360176,3355.590670035055,week
Snohomish fall salmon 2025,2025,9,850,bank,47899.8933187129,322,2.938612919254658,1.81055900621118,1.5878254152628655,16300.171078966772,week
Snohomish fall salmon 2025,2025,9,850,boat,29319.003737373736,172,4.548740348837209,2.5930232558139537,1.9351059742949286,6445.521504622379,week
Snohomish fall salmon 2025,2025,10,844,bank,527.7652168369515,6,2.5999983333333336,1.5,0.9588756378679494,202.98675198007874,week
Snohomish fall salmon 2025,2025,10,844,boat,76.87136363636363,3,2.0166666666666666,1.6666666666666667,0.8135973956652844,38.118031555221634,week
Snohomish fall salmon 2025,2025,10,850,bank,892.0037612280732,13,2.333333076923077,1.6153846153846154,1.167441326151516,382.2873682502037,week
Snohomish fall salmon 2025,2025,10,850,boat,1590.4368518518518,23,4.038406086956522,2,1.5302944545762165,393.8278661446992,week
Snohomish fall salmon 2025,2025,11,844,bank,3302.159692495088,52,2.3564103846153848,1.3269230769230769,1.1875308013111046,1401.3516975032637,week
Snohomish fall salmon 2025,2025,11,844,boat,1382.4473569023567,22,4.481817727272727,2.6818181818181817,2.2147637352740506,308.45684519696044,week
Snohomish fall salmon 2025,2025,11,850,bank,82.37209940207305,2,2.391665,2,2.203818491720677,34.44131991816289,week
Snohomish fall salmon 2025,2025,11,850,boat,56.50141414141414,NA,NA,NA,NA,NA,week
Stillaguamish salmon and gamefish 2023-24,2023,9,872,bank,816.1917084491291,11,3.2893936363636365,1.4545454545454546,1.2382615053232715,248.12831745835499,week
Stillaguamish salmon and gamefish 2023-24,2023,9,872,boat,0,1,8.41667,4,NA,0,week
Stillaguamish salmon and gamefish 2023-24,2023,9,876,bank,16472.729033915086,106,3.054088396226415,1.8584905660377358,1.879736883510758,5393.664785298467,week
Stillaguamish salmon and gamefish 2023-24,2023,9,876,boat,1818.50484375,16,4.2604175,2.125,1.615971576806556,426.83723924943973,week
Stillaguamish salmon and gamefish 2024-25,2024,9,872,bank,993.0138312097366,19,3.1771931578947368,1.4210526315789473,1.4913870439368873,312.54436915246436,week
Stillaguamish salmon and gamefish 2024-25,2024,9,872,boat,0,2,7.791665,2,1.35529035429682,0,week
Stillaguamish salmon and gamefish 2024-25,2024,9,876,bank,9143.1901889491,128,2.738150703125,1.8203125,2.0077779688627633,3339.184427838157,week
Stillaguamish salmon and gamefish 2024-25,2024,9,876,boat,346.62927083333335,5,4.046664,2.8,2.9139132584515965,85.6580311173187,week
Stillaguamish salmon and gamefish 2024-25,2024,10,872,bank,1116.3727922330827,27,2.8814818518518517,1.2222222222222223,1.803110082632947,387.4300966065844,week
Stillaguamish salmon and gamefish 2024-25,2024,10,872,boat,59.35604166666666,3,6.227776666666666,2.3333333333333335,1.6038419902326204,9.530855848502382,week
