analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,1.089,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,2.371842,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,5.445,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-13,2025-10-19,41,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,2.421,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,11.722481999999998,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-20,2025-10-26,42,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,12.104999999999999,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,1,2025-10-27,2025-10-31,43,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-16,2025-08-17,32,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,342.26033333333334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,19836.716532333336,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1026.781,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,382.099,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-18,2025-08-24,33,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,382.099,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,432.591,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,22989.031789000004,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1297.7730000000001,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,446.142,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-08-25,2025-08-31,34,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,446.142,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,592.9823333333334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,41326.89922433334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1778.9470000000001,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,808.689,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-01,2025-09-07,35,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,808.689,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,564.911,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,27219.047257000002,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,1694.7329999999997,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,100.114,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-08,2025-09-14,36,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,100.114,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,217.01333333333335,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,4492.762432333334,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,651.0400000000001,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,275.546,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-15,2025-09-21,37,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,275.546,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,209.43233333333333,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,7340.589889333333,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,3,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,628.297,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,118.726,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,0,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,days_open,1,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,degrees_freedom,22.5,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-22,2025-09-28,38,weekend,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,total_catch,118.726,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,number_observations,2,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_mean,64.5975,week
733251A2-C3F4-4CA5-ACC9-8F9985EB1A8E,District 11,Puyallup Carbon salmon 2025,2,2025-09-29,2025-10-05,39,weekday,Bank,Chinook|Chum|Coho|Pink_Adult|Jack_AD|UM|UNK_Kept,PE,catch,daily_variance,1083.0323405,week
