fishery_name,year,month,crc_area,angler_final,total_effort_hrs,n_completed_angler_trips,mean_trip_length,mean_group_size,sd,total_trips_est
Humptulips winter steelhead 2025-26,2025,12,358,bank,3922.7216660207864,75,3.4340001333333334,1.44,1.5955722466000255,1142.318437306832
Humptulips winter steelhead 2025-26,2025,12,358,boat,702.9107901234568,5,6.53,2.2,0.7141827108310591,107.64330629761972
Humptulips winter steelhead 2025-26,2026,1,358,bank,2833.728835496759,64,3.228645625,1.765625,1.7391423511348099,877.6834513997674
Humptulips winter steelhead 2025-26,2026,1,358,boat,1867.863199074074,15,6.818889333333333,2.6666666666666665,1.1346959388089497,273.92484432079664
Lower Chehalis salmon 2023,2023,9,317,bank,4281.224939155216,23,3.0405791304347827,1.5217391304347827,1.9016662326709775,1408.0294429117616
Lower Chehalis salmon 2023,2023,9,317,boat,23736.359556254367,212,4.878931179245283,2.0754716981132075,1.9502074025828955,4865.073657367333
Lower Chehalis salmon 2023,2023,9,NA,bank,4281.224939155216,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,9,NA,boat,23736.359556254367,8,3.6166675,2.125,1.8388882165649518,6563.047213008762
Lower Chehalis salmon 2023,2023,10,317,bank,9367.743309957132,43,2.965890930232558,1.302325581395349,1.9744534345976237,3158.4921800285483
Lower Chehalis salmon 2023,2023,10,317,boat,20650.947429536453,215,4.915658976744186,2.046511627906977,2.163710738040778,4201.053719803464
Lower Chehalis salmon 2023,2023,10,NA,bank,9367.743309957132,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,10,NA,boat,20650.947429536453,11,4.9439400000000004,1.9090909090909092,2.105868755445125,4177.022259480586
Lower Chehalis salmon 2023,2023,11,317,bank,1223.9964222931426,44,2.323105909090909,1.2045454545454546,1.6039489916312701,526.8793030499947
Lower Chehalis salmon 2023,2023,11,317,boat,2102.7746569997666,24,4.699999583333334,2.2916666666666665,1.9557231547379297,447.39890285446296
Lower Chehalis salmon 2023,2023,11,NA,bank,1223.9964222931426,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,11,NA,boat,2102.7746569997666,10,3.948332,1.5,2.301347081630428,532.5729085091543
Lower Chehalis salmon 2023,2023,12,317,bank,0,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,12,317,boat,0,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,12,NA,bank,0,NA,NA,NA,NA,NA
Lower Chehalis salmon 2023,2023,12,NA,boat,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,8,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,8,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,9,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,9,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,10,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,10,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,11,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,11,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,12,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2022,12,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,1,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,1,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,2,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,2,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,3,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,3,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,4,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,4,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,5,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,5,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,6,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,6,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,7,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2022-23,2023,7,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,8,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,8,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,9,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,9,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,10,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,10,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,11,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,11,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,12,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2023,12,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,1,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,1,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,2,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,2,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,3,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,3,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,4,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,4,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,5,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,5,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,6,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,6,561,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,7,507,NA,0,NA,NA,NA,NA,NA
Lower Cowlitz salmon and steelhead 2023-24,2024,7,561,NA,0,NA,NA,NA,NA,NA
Naselle winter steelhead 2022,2022,1,375,NA,0,NA,NA,NA,NA,NA
Naselle winter steelhead 2022,2022,2,375,NA,0,NA,NA,NA,NA,NA
Naselle winter steelhead 2022-23,2022,12,375,bank,283.97835526315794,13,3.0089746153846155,1.7692307692307692,2.157347386099479,94.37711897308878
Naselle winter steelhead 2022-23,2022,12,375,boat,337.6536458333333,NA,NA,NA,NA,NA
Naselle winter steelhead 2022-23,2023,1,375,bank,1813.5778467653506,31,3.154300322580645,1.7419354838709677,1.9683133760565734,574.9540821406625
Naselle winter steelhead 2022-23,2023,1,375,boat,748.5042939814815,1,3,2,NA,249.5014313271605
Naselle winter steelhead 2022-23,2023,2,375,bank,1185.8129210277114,25,3.55,1.88,2.0143175942177045,334.0318087402004
Naselle winter steelhead 2022-23,2023,2,375,boat,365.37190972222226,7,4.890474285714285,1.5714285714285714,1.1774054214508718,74.71093566313627
Naselle winter steelhead 2022-23,2023,3,375,bank,1225.2557976973685,30,3.7711113333333333,1.5666666666666667,2.2400101011806317,324.90576103314066
Naselle winter steelhead 2022-23,2023,3,375,boat,0,6,6.019443333333333,2.3333333333333335,1.3947306762478076,0
Naselle winter steelhead 2023-24,2023,12,375,bank,3011.1952133734067,61,4.099453442622951,1.8032786885245902,2.4934970415669135,734.5357754439468
Naselle winter steelhead 2023-24,2023,12,375,boat,509.38888888888897,7,6.783334285714285,2.4285714285714284,1.6742600410913586,75.09417455095246
Naselle winter steelhead 2023-24,2024,1,375,bank,2385.275642914435,34,3.350980294117647,1.2058823529411764,1.8317067329041998,711.8142852411213
Naselle winter steelhead 2023-24,2024,1,375,boat,456.10765432098765,8,5.88124875,2.625,2.342219020181122,77.55285887558958
Naselle winter steelhead 2023-24,2024,2,375,bank,1881.241682817209,47,4.401772765957447,1.7234042553191489,2.278888579140682,427.3827348304775
Naselle winter steelhead 2023-24,2024,2,375,boat,404.96555555555557,11,7.04091,2.090909090909091,1.2787001247751564,57.516081806976025
Naselle winter steelhead 2023-24,2024,3,375,bank,972.7763786405058,23,4.307245217391304,1.6521739130434783,2.7247040529817506,225.84652824332827
Naselle winter steelhead 2023-24,2024,3,375,boat,190.64666666666668,9,6.537036666666666,2,1.6447044107604867,29.16408097246918
Nisqually salmon 2022,2022,7,786,bank,2877.450291240095,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,7,786,boat,98.40771241830065,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,8,786,bank,15978.535516053456,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,8,786,boat,643.937792302106,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,9,786,bank,30390.511959198975,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,9,786,boat,885.0820624546114,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,10,786,bank,7034.719536312119,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,10,786,boat,615.1089179375454,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,11,786,bank,115.34521232100944,NA,NA,NA,NA,NA
Nisqually salmon 2022,2022,11,786,boat,0,NA,NA,NA,NA,NA
Nooksack fall salmon 2023,2023,11,794,bank,145.88446784696785,17,2.236275294117647,1.411764705882353,1.2679039208626852,65.23546909931255
Nooksack fall salmon 2023,2023,11,794,boat,142.22233796296297,4,4.591665,1.75,1.3998335483073217,30.97402314039961
Nooksack fall salmon 2024,2024,11,794,bank,1524.1209138645222,10,2.934999,1.5,1.5592694645139291,519.2918000532615
Nooksack fall salmon 2024,2024,11,794,boat,304.8181481481481,2,4.725,2,1.520279579551077,64.51177738585146
Nooksack spring Chinook 2022,2022,5,790,bank,485.55185167677956,14,3.7000014285714284,1.7857142857142858,3.116657823929239,131.2301795148904
Nooksack spring Chinook 2022,2022,5,790,boat,0,2,5.31667,3,0.4242640687119283,0
Nooksack spring Chinook 2022,2022,6,790,bank,1524.5349063306633,42,2.5726192857142856,1.5714285714285714,1.6496647011488579,592.6002789438693
Nooksack spring Chinook 2022,2022,6,790,boat,13.630208333333334,NA,NA,NA,NA,NA
Nooksack spring Chinook 2022,2022,7,790,bank,862.601363472005,4,6.366665,1.75,1.2242164689983006,135.48716062051403
Nooksack spring Chinook 2022,2022,7,790,boat,148.1725,4,4.3625,2.5,1.109999332672472,33.965042979942695
Nooksack winter gamefish 2022-23,2022,12,790,bank,1296.7979439525425,16,3.225000625,1.5625,1.4393146298544028,402.1078116698171
Nooksack winter gamefish 2022-23,2022,12,790,boat,133.62301215277776,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2022,12,792,bank,759.4017080297905,5,2.173334,1.8,0.7601730541330705,349.4178566339966
Nooksack winter gamefish 2022-23,2022,12,792,boat,0,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2022,12,794,bank,107.36893312753858,5,1.223334,1.2,1.0291323152199623,87.76747243805747
Nooksack winter gamefish 2022-23,2022,12,794,boat,208.55649305555553,8,4.40625125,1.5,2.4431455959037582,47.33195662765611
Nooksack winter gamefish 2022-23,2023,1,790,bank,696.2086985928624,5,2.943332,1.2,0.9983742367819793,236.53760384246917
Nooksack winter gamefish 2022-23,2023,1,790,boat,267.4061458333333,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2023,1,792,bank,190.14046637179655,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2023,1,792,boat,0,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2023,1,794,bank,95.49541695123801,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2023,1,794,boat,37.333072916666666,NA,NA,NA,NA,NA
Nooksack winter gamefish 2022-23,2023,2,790,bank,1568.1863109389228,62,3.706720322580645,1.5,2.145994858559505,423.06572238154195
Nooksack winter gamefish 2022-23,2023,2,790,boat,893.6326562499999,25,6.533334,2.44,2.2135895078506915,136.78049465250052
North Fork Skykomish summer gamefish 2025,2025,5,846,bank,21.922708333333336,6,0.91111,1.6666666666666667,0.32346473848010077,24.061538489681087
North Fork Skykomish summer gamefish 2025,2025,6,846,bank,294.66027777777776,1,2.48333,1,NA,118.65530468273559
North Fork Skykomish summer gamefish 2025,2025,7,846,bank,35.554722222222225,3,2.661113333333333,2,2.1935738258908297,13.360844792613953
Post Quillayute winter steelhead 2023-24,2024,1,398,bank,0,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,1,398,boat,0,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,1,404,bank,6.483112618536526,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,1,404,boat,70.57748015873015,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,1,406,bank,50.702320339659046,8,5.7479175,1.5,2.8568966200444543,8.820989573990762
Post Quillayute winter steelhead 2023-24,2024,1,406,boat,1172.2789682539683,10,7.364999,2.2,1.4482734834005322,159.16892429367178
Post Quillayute winter steelhead 2023-24,2024,2,398,bank,0,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,2,398,boat,0,8,7.92083375,2.625,0.7766814504017812,0
Post Quillayute winter steelhead 2023-24,2024,2,404,bank,31.645072546023385,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,2,404,boat,1963.0769091710756,7,7.62381,2.4285714285714284,1.312717807578359,257.4928951759128
Post Quillayute winter steelhead 2023-24,2024,2,406,bank,511.8696718884191,10,3.856666,2.1,2.904682024629279,132.72336051097477
Post Quillayute winter steelhead 2023-24,2024,2,406,boat,4171.829822530864,93,7.17598559139785,2.5483870967741935,1.9115957831996433,581.359838226516
Post Quillayute winter steelhead 2023-24,2024,3,398,bank,0,1,10.16667,3,NA,0
Post Quillayute winter steelhead 2023-24,2024,3,398,boat,0,9,8.055555555555555,2.5555555555555554,1.5143984871155207,0
Post Quillayute winter steelhead 2023-24,2024,3,404,bank,37.62970663215771,1,1.65,1,NA,22.805882807368313
Post Quillayute winter steelhead 2023-24,2024,3,404,boat,2407.5957076719574,NA,NA,NA,NA,NA
Post Quillayute winter steelhead 2023-24,2024,3,406,bank,559.8416359202231,17,4.871568235294117,1.7647058823529411,2.0082962325726355,114.92020821225817
Post Quillayute winter steelhead 2023-24,2024,3,406,boat,5869.027876984126,126,7.068254047619048,2.611111111111111,2.121540716780398,830.3362948536233
Pre Quillayute winter steelhead 2023-24,2023,12,398,bank,0,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2023,12,398,boat,0,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2023,12,404,bank,48.654436880542505,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2023,12,404,boat,302.54812499999997,1,7.53333,3,NA,40.16127330144836
Pre Quillayute winter steelhead 2023-24,2023,12,406,bank,973.6126024387063,14,3.282142857142857,1.4285714285714286,2.244295028423535,296.6393130389965
Pre Quillayute winter steelhead 2023-24,2023,12,406,boat,583.6979375000001,9,6.714815555555556,2.4444444444444446,1.9942880950799906,86.92687575268884
Pre Quillayute winter steelhead 2023-24,2024,1,398,bank,0,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2024,1,398,boat,0,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2024,1,404,bank,221.27869666145017,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2024,1,404,boat,66.3178125,NA,NA,NA,NA,NA
Pre Quillayute winter steelhead 2023-24,2024,1,406,bank,872.0554829812206,8,4.93333375,1.75,1.608336353316126,176.76798837727543
Pre Quillayute winter steelhead 2023-24,2024,1,406,boat,1568.72925,74,6.663738513513514,2.4864864864864864,1.4174048571850362,235.4127862038323
Puyallup Carbon salmon 2024,2024,8,802,bank,0,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2024,2024,8,804,bank,62752.21956109929,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2024,2024,9,802,bank,27638.878978317243,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2024,2024,9,804,bank,35969.599179689256,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2024,2024,10,802,bank,8758.31983608317,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2024,2024,10,804,bank,2824.7886812446554,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2025,2025,8,804,bank,112964.08830739598,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2025,2025,9,802,bank,32235.161982969068,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2025,2025,9,804,bank,112805.09532650572,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2025,2025,10,802,bank,10949.607519770889,NA,NA,NA,NA,NA
Puyallup Carbon salmon 2025,2025,10,804,bank,7189.376889498386,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2022,2022,8,802,bank,8242.849664213432,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2022,2022,8,804,bank,56761.85054247163,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2022,2022,9,802,bank,10078.2193074977,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2022,2022,9,804,bank,31627.998601655934,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,8,802,bank,15182.038654970758,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,8,804,bank,171192.36550804094,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,9,802,bank,25694.19394371345,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,9,804,bank,94558.28306652047,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,10,802,bank,7079.630493421053,NA,NA,NA,NA,NA
Puyallup_Carbon salmon 2023,2023,10,804,bank,5604.106429093567,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2024,12,392,bank,0,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2024,12,392,boat,0,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2024,12,396,bank,0,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2024,12,396,boat,0,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2025,1,392,bank,48.37802960157128,6,4.455555,1.8333333333333333,2.8605094560497437,10.857913234506425
Queets winter steelhead 2024-25,2025,1,392,boat,624.2537202380952,3,7.7055533333333335,2.6666666666666665,1.3462206838528867,81.01348381272578
Queets winter steelhead 2024-25,2025,1,396,bank,790.0388194444445,10,3.043332,1.5,2.131831605121651,259.5966590054731
Queets winter steelhead 2024-25,2025,1,396,boat,0,NA,NA,NA,NA,NA
Queets winter steelhead 2024-25,2025,2,392,bank,250.18871492704835,4,3.5375,2,2.653664307946027,70.72472506771685
Queets winter steelhead 2024-25,2025,2,392,boat,1176.423363095238,17,7.114705882352941,2.9411764705882355,1.5615270343243295,165.35094809937203
Queets winter steelhead 2024-25,2025,2,396,bank,252.95141414141412,8,4.2854175,2,1.9181962354309394,59.02608418932673
Queets winter steelhead 2024-25,2025,2,396,boat,25.564285714285713,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2025,12,392,bank,0,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2025,12,392,boat,0,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2025,12,396,bank,0,1,6.95,2,NA,0
Queets winter steelhead 2025-26,2025,12,396,boat,0,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,1,392,bank,24.83909458063304,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,1,392,boat,130.44637152777776,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,1,396,bank,333.18309805579037,2,7.233335,3,0.40069619969498105,46.0621688413146
Queets winter steelhead 2025-26,2026,1,396,boat,11.620208333333334,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,2,392,bank,143.7884134028364,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,2,392,boat,2184.120451388889,5,7.343332,2.6,0.6510263947567717,297.42907598197775
Queets winter steelhead 2025-26,2026,2,396,bank,366.7073988760527,4,4.875,3,0.890954315663828,75.22203053867747
Queets winter steelhead 2025-26,2026,2,396,boat,58.198732638888885,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,3,392,bank,119.97839266146956,NA,NA,NA,NA,NA
Queets winter steelhead 2025-26,2026,3,392,boat,1299.4360243055555,4,8.1541675,2.75,0.4232505934136418,159.35851505448662
Quillayute fall salmon 2022,2022,9,398,bank,67.18300295033274,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,398,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,400,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,400,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,402,bank,84.64643214772245,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,402,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,404,bank,1614.1191975893587,3,4.0722233333333335,2.3333333333333335,0.9295069282331002,396.37295537720803
Quillayute fall salmon 2022,2022,9,404,boat,130.84148148148148,2,5.441665,1.5,0.12963388619493021,24.044383746791006
Quillayute fall salmon 2022,2022,9,406,bank,84.64643214772245,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,9,406,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,398,bank,174.97038458250208,1,5.25,1,NA,33.32769230142897
Quillayute fall salmon 2022,2022,10,398,boat,41.251934156378596,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,400,bank,15.331995495917505,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,400,boat,5.201481481481481,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,402,bank,11.598959781174699,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,402,boat,44.84166666666666,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,404,bank,795.4180064260053,6,6.641666666666667,4.166666666666667,3.73277885465864,119.76180774293681
Quillayute fall salmon 2022,2022,10,404,boat,436.0701646090535,1,2,2,NA,218.03508230452675
Quillayute fall salmon 2022,2022,10,406,bank,497.47709390390855,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,10,406,boat,879.5559670781893,1,5.68333,4,NA,154.76067148629224
Quillayute fall salmon 2022,2022,11,398,bank,984.4659255414706,28,4.658928214285714,1.4285714285714286,2.732164111805408,211.30738235519357
Quillayute fall salmon 2022,2022,11,398,boat,1489.0591975308641,29,6.9212644827586205,2.7586206896551726,1.5410124036202077,215.14265221914582
Quillayute fall salmon 2022,2022,11,400,bank,693.6136584074757,6,6.558333333333334,1.6666666666666667,2.1872298410973334,105.76065947763288
Quillayute fall salmon 2022,2022,11,400,boat,37.81839506172839,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,11,402,bank,76.24420145773468,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,11,402,boat,80.4904732510288,2,6.008335,1.5,4.254428157161665,13.396468947059178
Quillayute fall salmon 2022,2022,11,404,bank,203.83337770287199,9,4.88889,2.111111111111111,3.4136358793337935,41.69318141804622
Quillayute fall salmon 2022,2022,11,404,boat,597.4154938271604,23,6.299999565217392,2.4347826086956523,1.8645353091843708,94.82786270740728
Quillayute fall salmon 2022,2022,11,406,bank,1328.9968649941634,22,4.150756818181818,1.9545454545454546,2.853126521944431,320.18181821027815
Quillayute fall salmon 2022,2022,11,406,boat,1392.3629218106996,32,6.4921884375,2.96875,2.236143560204905,214.46742269034755
Quillayute fall salmon 2022,2022,12,398,bank,447.56924986523086,55,4.076364,1.7454545454545454,2.2637226896760287,109.79619333926776
Quillayute fall salmon 2022,2022,12,398,boat,196.76333333333335,41,6.4166668292682925,2.2195121951219514,1.6621691232985876,30.66441480736358
Quillayute fall salmon 2022,2022,12,400,bank,363.16094408727827,11,4.89394,1.8181818181818181,2.578342390339188,74.20625183130122
Quillayute fall salmon 2022,2022,12,400,boat,13.965925925925925,4,4.0333325,2.25,0.4642781733239244,3.4626269780450594
Quillayute fall salmon 2022,2022,12,402,bank,4.057803714562604,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,12,402,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2022,2022,12,404,bank,85.44304793292412,1,2,3,NA,42.72152396646206
Quillayute fall salmon 2022,2022,12,404,boat,21.023148148148145,2,5.68333,2,0.9899494936611668,3.6990898202547005
Quillayute fall salmon 2022,2022,12,406,bank,78.72632305503551,1,1.33333,1,NA,59.04488990350139
Quillayute fall salmon 2022,2022,12,406,boat,9.310617283950616,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,398,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,398,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,400,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,400,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,402,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,402,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,404,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,404,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,406,bank,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,9,406,boat,0,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,10,398,bank,391.7274420298329,5,5.183332,2.2,2.6746762161278514,75.57444555545214
Quillayute fall salmon 2023,2023,10,398,boat,1006.3512310606061,19,6.8421042105263155,2.9473684210526314,2.095633103997495,147.08212562918484
Quillayute fall salmon 2023,2023,10,400,bank,406.295460885737,3,2.6888900000000002,1.6666666666666667,2.07901880347437,151.101555246119
Quillayute fall salmon 2023,2023,10,400,boat,33.54327651515151,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,10,402,bank,134.1827605319379,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,10,402,boat,735.2465909090909,NA,NA,NA,NA,NA
Quillayute fall salmon 2023,2023,10,404,bank,2649.743911273572,32,5.33489625,1.9375,3.1585393512413806,496.6814324221529
Quillayute fall salmon 2023,2023,10,404,boat,4704.036505681818,36,6.647685555555555,2.3333333333333335,2.409321588928474,707.6201884655322
