catch_record_code,crc_name,hydrologic_system,block,region,year,harvest_fish,harvest_species,harvest_license_year,status,source,note,creel_unit,crc_resolution,denominator_pathway,coverage
557,Coweeman River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
557,Coweeman River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
557,Coweeman River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,26.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
557,Coweeman River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
559,Cowlitz R. above Cowlitz Falls Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
559,Cowlitz R. above Cowlitz Falls Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,2370.0,4.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
559,Cowlitz R. above Cowlitz Falls Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,928.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
559,Cowlitz R. above Cowlitz Falls Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
561,Cowlitz R. below Mayfield Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Lower Cowlitz salmon and steelhead 2022-23 - investigate the study-design branch before treating as a data gap,Lower Cowlitz salmon and steelhead,"CRC-native effort, pooled denominator",pipeline_no_output - PE run returned nothing,No harvest file for this year
561,Cowlitz R. below Mayfield Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,6554.0,6.0,2023-24,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Lower Cowlitz salmon and steelhead 2022-23; Lower Cowlitz salmon and steelhead 2023-24 - investigate the study-design branch before treating as a data gap,Lower Cowlitz salmon and steelhead,"CRC-native effort, pooled denominator",pipeline_no_output - PE run returned nothing,"CRC harvest, no creel"
561,Cowlitz R. below Mayfield Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,3815.0,4.0,2024-25,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Lower Cowlitz salmon and steelhead 2023-24 - investigate the study-design branch before treating as a data gap,Lower Cowlitz salmon and steelhead,"CRC-native effort, pooled denominator",pipeline_no_output - PE run returned nothing,"CRC harvest, no creel"
561,Cowlitz R. below Mayfield Dam,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,32.0,1.0,2024-25,P3 published/projected figure,JSR spring/fall reports,2025 covered via published JSR tables,Lower Cowlitz salmon and steelhead,"CRC-native effort, pooled denominator",pipeline_no_output - PE run returned nothing,No harvest file for this year
563,Cowlitz R. between Mayfield & Cowlitz Falls Dams,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
563,Cowlitz R. between Mayfield & Cowlitz Falls Dams,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,16.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
563,Cowlitz R. between Mayfield & Cowlitz Falls Dams,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,65.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
563,Cowlitz R. between Mayfield & Cowlitz Falls Dams,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
565,Green River (Cowlitz Co.) below Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
565,Green River (Cowlitz Co.) below Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,180.0,2.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
565,Green River (Cowlitz Co.) below Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,65.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
565,Green River (Cowlitz Co.) below Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
566,Green River (Cowlitz Co.) above Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
566,Green River (Cowlitz Co.) above Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,33.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
566,Green River (Cowlitz Co.) above Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,536.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
566,Green River (Cowlitz Co.) above Toutle Hatchery,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
567,Lacamas Creek (Lewis Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
567,Lacamas Creek (Lewis Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
567,Lacamas Creek (Lewis Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
567,Lacamas Creek (Lewis Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
568,Delameter Creek,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
568,Delameter Creek,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
568,Delameter Creek,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
568,Delameter Creek,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
569,Olequa Creek (Cowlitz Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
569,Olequa Creek (Cowlitz Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
569,Olequa Creek (Cowlitz Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
569,Olequa Creek (Cowlitz Co.),Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
571,Tilton River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
571,Tilton River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,2844.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
571,Tilton River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,2157.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
571,Tilton River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
573,Toutle River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
573,Toutle River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,32.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
573,Toutle River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,26.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
573,Toutle River,Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
575,"Toutle River, No. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
575,"Toutle River, No. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,1276.0,4.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
575,"Toutle River, No. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,405.0,5.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
575,"Toutle River, No. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
577,"Toutle River, So. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
577,"Toutle River, So. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
577,"Toutle River, So. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
577,"Toutle River, So. Fork",Cowlitz R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
580,Deep River (Wahkiakum Co.),Deep R. System (Wahkiakum),Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
580,Deep River (Wahkiakum Co.),Deep R. System (Wahkiakum),Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
580,Deep River (Wahkiakum Co.),Deep R. System (Wahkiakum),Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
580,Deep River (Wahkiakum Co.),Deep R. System (Wahkiakum),Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
583,Elochoman River below Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
583,Elochoman River below Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
583,Elochoman River below Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
583,Elochoman River below Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
584,Elochoman River above Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
584,Elochoman River above Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2023,68.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
584,Elochoman River above Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2024,66.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
584,Elochoman River above Foster Rd Bridge,Elochoman R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
589,Germany Creek,Germany Cr. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
589,Germany Creek,Germany Cr. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
589,Germany Creek,Germany Cr. System,Lower Columbia tribs,Columbia - Lower,2024,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
589,Germany Creek,Germany Cr. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
594,Grays River below Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
594,Grays River below Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2023,102.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
594,Grays River below Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
594,Grays River below Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
595,Grays River above Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
595,Grays River above Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2023,17.0,1.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
595,Grays River above Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2024,397.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
595,Grays River above Barr Rd Bridge,Grays R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
596,"Grays River, West Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
596,"Grays River, West Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
596,"Grays River, West Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
596,"Grays River, West Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
597,"Grays River, East Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
597,"Grays River, East Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
597,"Grays River, East Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
597,"Grays River, East Fork",Grays R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
598,Hamilton Creek,Hamilton Cr. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
598,Hamilton Creek,Hamilton Cr. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
598,Hamilton Creek,Hamilton Cr. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
598,Hamilton Creek,Hamilton Cr. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
600,Gobar Creek,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
600,Gobar Creek,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
600,Gobar Creek,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2024,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
600,Gobar Creek,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
602,Kalama River above Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
602,Kalama River above Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2023,51.0,3.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
602,Kalama River above Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2024,53.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
602,Kalama River above Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
603,Kalama River between Modrow Bridge and Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
603,Kalama River between Modrow Bridge and Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2023,631.0,4.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
603,Kalama River between Modrow Bridge and Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2024,1561.0,3.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
603,Kalama River between Modrow Bridge and Kalama Falls Hatchery,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
604,Kalama River below Modrow Bridge,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
604,Kalama River below Modrow Bridge,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2023,2506.0,4.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
604,Kalama River below Modrow Bridge,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2024,1758.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
604,Kalama River below Modrow Bridge,Kalama R. System,Lower Columbia tribs,Columbia - Lower,2025,13.0,1.0,2024-25,Not yet assessed,,,,standalone,,No harvest file for this year
607,Klickitat River below Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
607,Klickitat River below Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2023,5356.0,6.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
607,Klickitat River below Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2024,6419.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
607,Klickitat River below Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2025,55.0,2.0,2024-25,Not yet assessed,,,,standalone,,No harvest file for this year
608,Klickitat River above Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
608,Klickitat River above Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2023,1586.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
608,Klickitat River above Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2024,1223.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
608,Klickitat River above Fishway 5,Klickitat R. System,Lower Columbia tribs,Columbia - Middle,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
609,Cedar Creek (Clark Co.),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
609,Cedar Creek (Clark Co.),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
609,Cedar Creek (Clark Co.),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2024,39.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
609,Cedar Creek (Clark Co.),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
611,Lewis River (below E. Fork),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
611,Lewis River (below E. Fork),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2023,1204.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
611,Lewis River (below E. Fork),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2024,884.0,4.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
611,Lewis River (below E. Fork),Lewis R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
613,"Lewis River, E. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
613,"Lewis River, E. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
613,"Lewis River, E. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
613,"Lewis River, E. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
615,"Lewis River, No. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
615,"Lewis River, No. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2023,9207.0,5.0,2023-24,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
615,"Lewis River, No. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2024,7262.0,7.0,"2023-24,2024-25",Not yet assessed,,,,standalone,,"CRC harvest, no creel"
615,"Lewis River, No. Fork",Lewis R. System,Lower Columbia tribs,Columbia - Lower,2025,65.0,1.0,2024-25,Not yet assessed,,,,standalone,,No harvest file for this year
618,Little White Salmon River & Drano Lake,Little White Salmon R. Sys.,Lower Columbia tribs,Columbia - Middle,2022,,,,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Drano Lake salmon and steelhead 2022 - investigate the study-design branch before treating as a data gap,Drano Lake salmon and steelhead,standalone,pipeline_no_output - PE run returned nothing,No harvest file for this year
618,Little White Salmon River & Drano Lake,Little White Salmon R. Sys.,Lower Columbia tribs,Columbia - Middle,2023,11681.0,6.0,2023-24,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Drano Lake salmon and steelhead 2023 - investigate the study-design branch before treating as a data gap,Drano Lake salmon and steelhead,standalone,pipeline_no_output - PE run returned nothing,"CRC harvest, no creel"
618,Little White Salmon River & Drano Lake,Little White Salmon R. Sys.,Lower Columbia tribs,Columbia - Middle,2024,10544.0,4.0,2024-25,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Drano Lake salmon and steelhead 2024 - investigate the study-design branch before treating as a data gap,Drano Lake salmon and steelhead,standalone,pipeline_no_output - PE run returned nothing,"CRC harvest, no creel"
618,Little White Salmon River & Drano Lake,Little White Salmon R. Sys.,Lower Columbia tribs,Columbia - Middle,2025,27.0,1.0,2024-25,Pipeline defect - no PE output,multi_fishery_trip_summary.csv,PE run returned zero effort and null angler_final for Drano Lake salmon and steelhead 2025 - investigate the study-design branch before treating as a data gap,Drano Lake salmon and steelhead,standalone,pipeline_no_output - PE run returned nothing,No harvest file for this year
624,Mill Creek (Cowlitz Co.),Mill Cr. System (Cowlitz),Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
624,Mill Creek (Cowlitz Co.),Mill Cr. System (Cowlitz),Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
624,Mill Creek (Cowlitz Co.),Mill Cr. System (Cowlitz),Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
624,Mill Creek (Cowlitz Co.),Mill Cr. System (Cowlitz),Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
625,Mill Creek (Lewis Co.),Mill Cr. (Lewis Co.),Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
625,Mill Creek (Lewis Co.),Mill Cr. (Lewis Co.),Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
625,Mill Creek (Lewis Co.),Mill Cr. (Lewis Co.),Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
625,Mill Creek (Lewis Co.),Mill Cr. (Lewis Co.),Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
632,Rock Creek (Skamania Co.),Rock Cr. System (Skamania),Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
632,Rock Creek (Skamania Co.),Rock Cr. System (Skamania),Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
632,Rock Creek (Skamania Co.),Rock Cr. System (Skamania),Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
632,Rock Creek (Skamania Co.),Rock Cr. System (Skamania),Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
635,Salmon Creek (Clark Co.),Salmon Cr. System (Clark),Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
635,Salmon Creek (Clark Co.),Salmon Cr. System (Clark),Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
635,Salmon Creek (Clark Co.),Salmon Cr. System (Clark),Lower Columbia tribs,Columbia - Lower,2024,119.0,2.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
635,Salmon Creek (Clark Co.),Salmon Cr. System (Clark),Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
638,Skamokawa Creek,Skamokawa Cr. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
638,Skamokawa Creek,Skamokawa Cr. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
638,Skamokawa Creek,Skamokawa Cr. System,Lower Columbia tribs,Columbia - Lower,2024,16.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
638,Skamokawa Creek,Skamokawa Cr. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
661,Little Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
661,Little Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
661,Little Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2024,40.0,1.0,2024-25,Not yet assessed,,,,standalone,,"CRC harvest, no creel"
661,Little Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
663,Washougal Hatchery on Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
663,Washougal Hatchery on Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2023,,,,Not yet assessed,,,,standalone,,Neither
663,Washougal Hatchery on Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2024,,,,Not yet assessed,,,,standalone,,Neither
663,Washougal Hatchery on Washougal River,Washougal R. System,Lower Columbia tribs,Columbia - Lower,2025,,,,Not yet assessed,,,,standalone,,No harvest file for this year
665,"Washougal River, West Fork",Washougal R. System,Lower Columbia tribs,Columbia - Lower,2022,,,,Not yet assessed,,,,standalone,,No harvest file for this year
