block,river_label,fishery_name,catch_area_code,year,month,location,mode,angler_trips,total_salmon_harvest,tier,source_id,method,location_basis,mode_basis
PugetSound,Cascade,Cascade fall salmon 2022,826,2022,9,bank,unguided,534.68092532271,137.273,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,10,boat,guided,256.89598877300597,388.2256600660066,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,10,boat,unguided,262.03390854846606,395.9901732673267,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,11,bank,unguided,36.646691496094384,6.273,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,11,boat,guided,121.94574586070807,307.8270627062707,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,11,boat,unguided,124.38466077792224,313.98360396039607,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,11,bank,unguided,57.30538031055259,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,11,boat,guided,16.020877399913452,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,11,boat,unguided,16.34129494791172,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,12,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,12,boat,guided,1.8556823073611708,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,348,2025,12,boat,unguided,1.8927959535083942,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,12,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,12,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Hoh,Hoh fall salmon 2025,350,2025,12,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,9,bank,unguided,2844.8147131357473,465.0203713968958,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,9,boat,guided,604.3007567666247,324.46754587155965,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,9,boat,unguided,2030.450542735859,1090.2109541284403,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,10,bank,unguided,824.9861728187755,417.14101995565414,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,10,boat,guided,72.78997097195725,85.25963302752295,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,10,boat,unguided,244.57430246577636,286.4723669724771,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,11,bank,unguided,2214.519472042901,496.72190568577776,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,11,boat,guided,285.1771574883588,173.73870904325034,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,11,boat,unguided,958.1952491608854,583.7620623853211,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,12,bank,unguided,591.4035319281189,67.33463414634146,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,12,boat,guided,16.13822751628178,7.483486238532111,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2022,358,2022,12,boat,unguided,54.224444454706784,25.14451376146789,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,9,bank,unguided,3361.8689058192654,516.740001175779,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,9,boat,guided,531.9288199400653,522.6712558139535,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,9,boat,unguided,1788.514293131814,1757.3874108527134,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,10,bank,unguided,3216.386606223718,972.4395158730158,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,10,boat,guided,495.62894017030845,532.3602159468439,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,10,boat,unguided,1666.462523471182,1789.9647840531566,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,11,bank,unguided,1594.218167918979,222.48925925925926,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,11,boat,guided,137.6598649886902,91.3615780730897,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2023,358,2023,11,boat,unguided,462.85635764313224,307.1867552602437,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,9,bank,unguided,3645.8757901668523,626.6866522411127,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,9,boat,guided,491.62035186182806,318.77644094488187,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,9,boat,unguided,1459.497919589802,946.3675590551181,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,10,bank,unguided,3201.120272286304,944.3500206079341,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,10,boat,guided,336.3710280005755,335.9928532569792,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,10,boat,unguided,998.6014893767085,997.478783106657,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,11,bank,unguided,1966.5404648994863,387.9662040185471,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,11,boat,guided,136.606337298814,160.8571968503937,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,11,boat,unguided,405.55006385585403,477.5448031496063,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,12,bank,unguided,903.375821737758,48.13927253992786,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,12,boat,guided,40.648036698173314,4.792629921259842,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2024,358,2024,12,boat,unguided,120.67385894770203,14.228120078740158,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,9,bank,unguided,3827.0310312753127,700.513713924964,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,9,boat,guided,516.9895653576003,325.0672811059908,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,9,boat,unguided,2287.678826707381,1438.4227188940092,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,10,bank,unguided,3019.7197373310923,614.8002990620491,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,10,boat,guided,276.0153500320944,228.5818279569893,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,10,boat,unguided,1221.3679238920174,1011.4745887096775,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,11,bank,unguided,1768.9072438423527,194.79497969490828,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,11,boat,guided,133.90378564807045,79.71015668202764,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,11,boat,unguided,592.5242514927118,352.71744331797237,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,12,bank,unguided,1093.0241417185164,3.975493506493507,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,12,boat,guided,19.79389312630869,5.756497695852534,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Humptulips,Humptulips salmon 2025,358,2025,12,boat,unguided,87.58797708391594,25.472502304147465,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,9,bank,unguided,1306.9342271571054,468.3573333333334,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,9,boat,unguided,4366.774430475853,3609.2553779069763,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,10,bank,unguided,3053.0555010098165,461.768,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,10,boat,unguided,4183.830227479625,1608.9571308139532,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,11,bank,unguided,877.1556858358864,152.30583333333334,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,11,boat,unguided,656.3691465285112,64.73093023255812,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,12,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Lower Chehalis,Lower Chehalis salmon 2023,317,2023,12,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,7,bank,unknown,1350.1303766853594,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,7,boat,unknown,16.177406071683418,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,8,bank,unknown,4100.057106487495,77.41018181818183,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,8,boat,unknown,56.90147652429727,19.562,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,9,bank,unknown,8297.12795398039,1805.9604166666668,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,9,boat,unknown,156.96524556171363,26.9756,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,10,bank,unknown,2650.9042934831564,319.66333333333336,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,10,boat,unknown,96.75232396361,185.84295,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,11,bank,unknown,150.21139296101757,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2022,786,2022,11,boat,unknown,3.9221766402815335,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,7,bank,unknown,2206.5701468931384,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,7,boat,unknown,68.82417048038289,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,8,bank,unknown,4225.530305102257,463.35415384615385,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,8,boat,unknown,177.7231494626307,44.56266666666667,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,9,bank,unknown,9829.889241180184,2653.63625,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,9,boat,unknown,243.65792561315,340.9315,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,10,bank,unknown,1624.8263700296527,163.166,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,10,boat,unknown,70.77876014452636,60.0564,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,11,bank,unknown,83.51995346378636,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nisqually,Nisqually salmon 2023,786,2023,11,boat,unknown,5.164165345694915,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,no_proportion_available
PugetSound,Nooksack,Nooksack fall salmon 2023,794,2023,11,bank,unknown,78.6338399582551,9.95,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nooksack,Nooksack fall salmon 2023,794,2023,11,boat,unknown,42.53335549372317,83.19,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Nooksack,Nooksack fall salmon 2024,794,2024,11,bank,unguided,696.425430548081,199.7805,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
PugetSound,Nooksack,Nooksack fall salmon 2024,794,2024,11,boat,unknown,76.55440917107583,135.774,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,802,2024,8,bank,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,804,2024,8,bank,unknown,18221.621166647175,6709.719,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,802,2024,9,bank,unknown,7053.456625958042,2436.403333333333,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,804,2024,9,bank,unknown,11403.82307587552,3955.6246666666666,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,802,2024,10,bank,unknown,4830.183321124459,1460.3325,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2024,804,2024,10,bank,unknown,1689.653256665081,155.609,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2025,804,2025,8,bank,unknown,34438.234263178725,46380.103,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2025,802,2025,9,bank,unknown,7775.954739701569,4068.504,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2025,804,2025,9,bank,unknown,36309.798141710984,44308.867,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2025,802,2025,10,bank,unknown,6327.033027328082,1285.6933714285717,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup Carbon,Puyallup Carbon salmon 2025,804,2025,10,bank,unknown,4991.377524921732,693.6818090909092,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2022,802,2022,8,bank,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2022,804,2022,8,bank,unknown,13340.793336127304,2823.324857142857,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2022,802,2022,9,bank,unknown,4095.618184725453,941.0903333333332,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2022,804,2022,9,bank,unknown,13620.591072779373,4213.162307692308,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,802,2023,8,bank,unknown,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,804,2023,8,bank,unknown,39268.45953735431,55507.45,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,802,2023,9,bank,unknown,9861.395240437092,4362.718666666667,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,804,2023,9,bank,unknown,40919.152249163795,39120.03834848485,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,802,2023,10,bank,unknown,2651.82981952504,258.66999999999996,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
PugetSound,Puyallup/Carbon,Puyallup_Carbon salmon 2023,804,2023,10,bank,unknown,2578.604540080479,358.5806623376624,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,no_proportion_available
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,9,bank,unguided,69.779702630233,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,9,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,9,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,9,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,9,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,9,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,402,2022,9,bank,unguided,78.67795849692453,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=type_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,402,2022,9,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,402,2022,9,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,404,2022,9,bank,unguided,966.6257336731001,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,404,2022,9,boat,guided,21.57006768856792,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,404,2022,9,boat,unguided,45.89376103950621,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,406,2022,9,bank,unguided,89.57072500548217,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; estimated_donor,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,406,2022,9,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,406,2022,9,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,10,bank,unguided,20.053872538783327,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,10,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,398,2022,10,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,10,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,10,boat,guided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,400,2022,10,boat,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=area_season; zero_effort,design_stratum,fishery_year_interviews
WACoast,Quillayute,Quillayute fall salmon 2022,402,2022,10,bank,unguided,0,0,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=type_season; zero_effort,design_stratum,fishery_year_interviews
