license_year,region,system,stream,stream_code,species,calendar_year,calendar_month,harvest_count
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,4,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,5,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,6,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,7,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,8,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,9,14
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,10,150
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,11,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2011,12,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2012,1,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2012,2,0
2011,Columbia - Snake,Snake R. System,Snake River: upstream of Interstate Bridge,650,Jackchin,2012,3,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,4,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,5,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,6,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,7,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,8,9
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,9,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,10,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,11,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2011,12,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2012,1,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2012,2,0
2011,Puget Sound,California Cr. System,California Creek,710,Chinook,2012,3,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,4,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,5,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,6,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,7,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,8,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,9,9
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,10,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,11,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2011,12,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2012,1,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2012,2,0
2011,Puget Sound,California Cr. System,California Creek,710,Pink,2012,3,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,4,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,5,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,6,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,7,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,8,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,9,52
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,10,9
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,11,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2011,12,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2012,1,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2012,2,0
2011,Puget Sound,Chambers Cr. System,Chambers Creek,714,Chinook,2012,3,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,4,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,5,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,6,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,7,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,8,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,9,9
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,10,9
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,11,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2011,12,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2012,1,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2012,2,0
2011,Puget Sound,Deep Cr. System (Clallam),Deep Creek (Clallam Co),726,Coho,2012,3,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,4,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,5,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,6,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,7,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,8,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,9,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,10,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,11,35
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2011,12,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2012,1,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2012,2,0
2011,Puget Sound,Deschutes R. System,Deschutes River,728,Coho,2012,3,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,4,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,5,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,6,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,7,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,8,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,9,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,10,140
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,11,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2011,12,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2012,1,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2012,2,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Coho,2012,3,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,4,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,5,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,6,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,7,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,8,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,9,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,10,9
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,11,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2011,12,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2012,1,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2012,2,0
2011,Puget Sound,Dewatto R. System,Dewatto River,732,Jackcoho,2012,3,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,4,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,5,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,6,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,7,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,8,9
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,9,9
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,10,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,11,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2011,12,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2012,1,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2012,2,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chinook,2012,3,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,4,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,5,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,6,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,7,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,8,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,9,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,10,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,11,17
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2011,12,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2012,1,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2012,2,0
2011,Puget Sound,Dosewallips R. System,Dosewallips River,734,Chum,2012,3,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,4,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,5,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,6,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,7,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,8,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,9,8
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,10,15
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,11,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2011,12,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2012,1,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2012,2,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chinook,2012,3,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,4,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,5,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,6,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,7,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,8,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,9,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,10,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,11,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2011,12,60
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2012,1,68
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2012,2,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Chum,2012,3,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,4,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,5,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,6,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,7,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,8,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,9,30
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,10,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,11,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2011,12,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2012,1,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2012,2,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Pink,2012,3,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,4,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,5,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,6,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,7,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,8,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,9,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,10,136
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,11,38
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2011,12,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2012,1,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2012,2,0
2011,Puget Sound,Duckabush R. System,Duckabush River,736,Coho,2012,3,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,4,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,5,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,6,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,7,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,8,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,9,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,10,7
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,11,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2011,12,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2012,1,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2012,2,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Pink,2012,3,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,4,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,5,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,6,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,7,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,8,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,9,7
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,10,1303
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,11,554
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2011,12,75
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2012,1,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2012,2,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Coho,2012,3,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,4,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,5,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,6,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,7,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,8,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,9,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,10,15
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,11,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2011,12,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2012,1,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2012,2,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackchin,2012,3,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,4,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,5,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,6,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,7,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,8,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,9,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,10,7
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,11,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2011,12,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2012,1,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2012,2,0
2011,Puget Sound,Dungeness R. System,Dungeness River,738,Jackcoho,2012,3,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,4,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,5,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,6,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,7,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,8,26
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,9,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,10,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,11,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2011,12,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2012,1,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2012,2,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Pink,2012,3,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,4,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,5,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,6,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,7,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,8,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,9,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,10,9
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,11,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2011,12,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2012,1,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2012,2,0
2011,Puget Sound,Elwha R. System,Elwha River,742,Coho,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,7,16
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,8,33
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,9,82
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,10,90
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,11,49
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2011,12,33
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chinook,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,7,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,8,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,9,21
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,10,92
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,11,352
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2011,12,514
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Chum,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,5,22
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,7,15
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,8,1653
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,9,13375
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,10,6776
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,11,51
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2011,12,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Pink,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,7,7
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,8,36
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,9,902
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,10,1269
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,11,166
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2011,12,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Coho,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,7,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,8,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,9,14
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,10,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,11,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2011,12,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Sockeye,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,7,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,8,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,9,28
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,10,21
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,11,14
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2011,12,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackchin,2012,3,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,4,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,5,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,6,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,7,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,8,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,9,63
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,10,246
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,11,7
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2011,12,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2012,1,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2012,2,0
2011,Puget Sound,Green-Duwamish R. System,Green - Duwamish River,746,Jackcoho,2012,3,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,4,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,5,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,6,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,7,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,8,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,9,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,10,9
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,11,0
2011,Puget Sound,Hoko R. System,Hoko River,752,Coho,2011,12,0
