fishery_name,study_design,year,month,catch_area_code,angler_final,total_effort_hrs,n_strata,n_strata_estimated,prop_strata_estimated,n_completed_angler_trips,mean_trip_length,trip_length_source,n_donor_obs,n_trip_length_obs,mean_group_size,sd,total_trips_est,trip_expansion,prev_int_status,pe_period
Quillayute fall salmon 2023,Standard,2023,9,406,boat,0,10,0,0,NA,5.619444166666667,area_season,12,NA,2.6666666666666665,1.7698199013379778,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,10,398,bank,391.7274420298329,10,9,0.9,5,5.183332,month,5,5,2.2,2.6746762161278514,75.57444555545214,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,398,boat,908.9830492424243,10,9,0.9,19,6.8421042105263155,month,19,19,2.9473684210526314,2.095633103997495,132.85138917410652,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,400,bank,384.5871115802445,10,9,0.9,3,2.6888900000000002,month,3,3,1.6666666666666667,2.07901880347437,143.02820553471673,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,400,boat,21.509469696969695,10,9,0.9,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,3.3585687024017075,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,10,402,bank,134.1827605319379,10,9,0.9,NA,4.266151546391753,type_season,97,NA,1.958762886597938,2.832356477100951,31.45288184744109,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,10,402,boat,735.2465909090909,10,9,0.9,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,114.80414085349189,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,10,404,bank,2640.790805569325,10,9,0.9,32,5.33489625,month,32,32,1.9375,3.1585393512413806,495.00321689842144,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,404,boat,4648.700568181818,10,9,0.9,37,6.626577027027027,month,37,37,2.3513513513513513,2.3790904387646705,701.5236598354957,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,406,bank,1483.7303630629892,10,9,0.9,34,4.178922058823529,month,34,34,2.0588235294117645,2.831366808603094,355.05097778270033,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,10,406,boat,537.7016098484848,10,9,0.9,5,5.766666,month,5,5,2.8,2.4296484770908733,93.24306451049617,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,398,bank,359.5377052257368,9,8,0.8888888888888888,6,3.1277783333333335,month,6,6,1.8333333333333333,1.7577952457373032,114.94986757663563,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,398,boat,952.0721117424242,9,8,0.8888888888888888,18,6.168518888888888,month,18,18,2.888888888888889,1.5556544116597169,154.34371344105867,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,400,bank,92.19387821072253,9,8,0.8888888888888888,3,1.8222233333333333,month,3,3,2,1.0463334218275422,50.5941706069998,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,400,boat,41.61335227272727,9,8,0.8888888888888888,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,6.4976637971176325,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,11,402,bank,11.444217802012133,9,8,0.8888888888888888,NA,4.266151546391753,type_season,97,NA,1.958762886597938,2.832356477100951,2.682562416633202,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,11,402,boat,0,9,8,0.8888888888888888,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,11,404,bank,195.3850961558601,9,8,0.8888888888888888,4,2.3458325,month,4,4,2.5,1.984309719984509,83.29030148395509,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,404,boat,467.2759943181818,9,8,0.8888888888888888,1,2.4,month,1,1,5,2.4179489242084298,194.6983309659091,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,406,bank,643.7083470233399,9,8,0.8888888888888888,10,3.341667,month,10,10,1.5,1.8896618173516304,192.63090757497378,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,11,406,boat,570.6861742424242,9,8,0.8888888888888888,7,5.514285714285714,month,7,7,2.5714285714285716,1.332687821920512,103.49231139111319,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,12,398,bank,43.33312341602027,1,1,1,NA,4.062120909090909,area_season,11,NA,2,2.357717962761681,10.667610439423896,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,12,398,boat,0,1,1,1,NA,6.514414054054054,area_season,37,NA,2.918918918918919,1.858800802582227,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,12,400,bank,0,1,1,1,NA,2.2555566666666667,area_season,6,NA,1.8333333333333333,1.546669473179925,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,12,400,boat,0,1,1,1,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,12,402,bank,0,1,1,1,NA,4.266151546391753,type_season,97,NA,1.958762886597938,2.832356477100951,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,12,402,boat,0,1,1,1,NA,6.4043560227272724,type_season,88,NA,2.6704545454545454,2.116113091957272,0,zero_effort,partial,week
Quillayute fall salmon 2023,Standard,2023,12,404,bank,0.9632852524942228,1,1,1,NA,5.002778055555556,area_season,36,NA,2,3.1751133595572565,0.1925500675418731,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,12,404,boat,10.933522727272726,1,1,1,1,7.53333,month,1,1,3,2.4179489242084298,1.4513532166084222,estimated,partial,week
Quillayute fall salmon 2023,Standard,2023,12,406,bank,5.385064223177943,1,1,1,NA,3.9886368181818184,area_season,44,NA,1.9318181818181819,2.6505955353105546,1.3501014177652484,estimated_donor,partial,week
Quillayute fall salmon 2023,Standard,2023,12,406,boat,0,1,1,1,NA,5.619444166666667,area_season,12,NA,2.6666666666666665,1.7698199013379778,0,zero_effort,partial,week
Quillayute fall salmon 2024,Standard,2024,9,398,bank,319.59157830482616,10,10,1,13,2.0974361538461537,month,13,13,2.076923076923077,1.0967927102658495,152.3724942562748,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,398,boat,794.1880952380952,10,10,1,17,6.083333529411765,month,17,17,2.411764705882353,2.075033876900993,130.5514635024278,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,400,bank,329.92743930376565,10,10,1,10,4.261667,month,10,10,2.2,1.6234024637371283,77.41746112583776,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,400,boat,47.577242063492065,10,10,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,7.884146474661743,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,9,402,bank,116.70781161423282,10,10,1,1,0.51667,month,1,1,2,1.0961608424861746,225.8846296750979,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,402,boat,371.9976951058201,10,10,1,NA,7.074999999999999,area_season,2,NA,2.5,0.22391243333053196,52.57917952025727,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,9,404,bank,1329.8386206106811,10,10,1,23,4.657246521739131,month,23,23,2.347826086956522,3.782992624494298,285.5418141176874,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,404,boat,1637.4585515873016,10,10,1,25,5.3413324,month,25,25,2.36,1.6302634449128153,306.56368654145206,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,406,bank,1142.3368233451636,10,10,1,20,2.641666,month,20,20,2.2,1.5022839025907047,432.4304523528575,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,9,406,boat,259.73810185185187,10,10,1,2,5.491665,month,2,2,2.5,2.1331078136020225,47.29678555626606,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,398,bank,240.30985586663743,9,9,1,13,4.4410261538461535,month,13,13,2.076923076923077,3.109898497809155,54.11133543055515,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,398,boat,1082.8311970899472,9,9,1,16,6.359375,month,16,16,2.125,2.7369077668200656,170.27321035321037,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,400,bank,216.60170780659817,9,9,1,5,2.620002,month,5,5,2,0.9064113672444758,82.6723444511104,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,400,boat,67.71170634920634,9,9,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,11.220680051063114,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,10,402,bank,100.75550615515124,9,9,1,3,1.9944433333333333,month,3,3,1.3333333333333333,0.9916766759550883,50.51810922437066,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,402,boat,556.3760218253968,9,9,1,2,7.074999999999999,month,2,2,2.5,0.22391243333053196,78.63972039934939,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,404,bank,1384.7592336977664,9,9,1,45,3.524814222222222,month,45,45,2,2.4429807127131777,392.8602037995477,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,404,boat,4716.400575396826,9,9,1,41,5.541057804878049,month,41,41,2.341463414634146,2.638693992884086,851.1733213186768,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,406,bank,1621.7814191803395,9,9,1,42,2.5047619047619047,month,42,42,1.9761904761904763,1.721608248383935,647.4792738172458,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,10,406,boat,4197.156263227514,9,9,1,42,6.772222857142857,month,42,42,2.761904761904762,1.7354844185769416,619.7605057843973,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,398,bank,690.8799032506267,10,10,1,23,3.3833334782608695,month,23,23,2.0434782608695654,1.7033684512795888,204.20094787870536,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,398,boat,1333.1500264550266,10,10,1,17,5.737255294117647,month,17,17,2.588235294117647,1.730651207295673,232.36721360855122,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,400,bank,342.13124760838906,10,10,1,2,2.9666699999999997,month,2,2,1.5,0.7778174593052023,115.32501006461423,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,400,boat,72.31814153439153,10,10,1,NA,6.034545681818182,type_season,220,NA,2.5090909090909093,1.9964746744546504,11.984024207867524,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,11,402,bank,24.139824002777438,10,10,1,NA,1.625,area_season,4,NA,1.5,1.0961608424861746,14.8552763094015,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,11,402,boat,58.737876984126984,10,10,1,NA,7.074999999999999,area_season,2,NA,2.5,0.22391243333053196,8.302173425318303,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,11,404,bank,98.27046905508878,10,10,1,NA,3.9078427941176472,area_season,68,NA,2.1176470588235294,2.984938476783337,25.14698626132357,estimated_donor,partial,week
Quillayute fall salmon 2024,Standard,2024,11,404,boat,477.68723544973545,10,10,1,1,4.31667,month,1,1,3,2.283716586639933,110.66105017287293,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,406,bank,760.8349794954999,10,10,1,18,2.305555555555556,month,18,18,1.6111111111111112,2.1458575901934522,330.00071399804807,estimated,partial,week
Quillayute fall salmon 2024,Standard,2024,11,406,boat,3293.6003802910054,10,10,1,57,6.1456140350877195,month,57,57,2.6140350877192984,1.456902372495028,535.9269816631096,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,265.7962173187886,9,9,1,4,3.4083325,month,4,4,1.75,2.0906536590800973,77.98423930728254,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,189.87146990740743,9,9,1,2,6.758335,month,2,2,2.5,1.0017369637035463,28.094415252781555,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,614.3345596363433,9,9,1,13,6.588461538461538,month,13,13,2,2.4543642611982914,93.24400788409181,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,400,boat,0,9,9,1,NA,6.525,area_season,4,NA,3.25,0.8845903006477066,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,93.46920970352947,9,9,1,NA,1.7625,area_season,4,NA,2,2.480640426569988,53.0321757183146,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,39.71068672839507,9,9,1,1,1.5,month,1,1,1,1.9994294186376065,26.473791152263377,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,1844.8615962434483,18,18,1,34,3.183333823529412,month,34,34,1.8823529411764706,2.257706410430076,579.5375849705958,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,404,boat,2114.7460358796297,18,18,1,25,5.0593328,month,25,25,2.64,2.3384432096242294,417.98911427206957,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,406,bank,2060.7603013416133,9,9,1,20,4.2883345,month,20,20,1.4,3.984253374552951,480.55026988720516,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,9,406,boat,408.7960841049383,9,9,1,3,6.044443333333334,month,3,3,3.6666666666666665,2.1071508321981445,67.63171752319154,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,398,bank,252.03613917399855,9,9,1,1,4.21667,month,1,1,1,2.68029411325395,59.77136915480665,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,398,boat,1268.843007330247,9,9,1,12,5.941666666666666,month,12,12,2.4166666666666665,1.8622855703303416,213.5500152589476,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,400,bank,274.2184059627735,9,9,1,NA,6.4525,area_season,20,NA,2.05,2.247215486875398,42.498009447930805,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,10,400,boat,28.419945987654323,9,9,1,1,5.8,month,1,1,2,0.8845903006477066,4.899990687526608,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,402,bank,425.47386977087274,9,9,1,3,2.1777766666666665,month,3,3,2.3333333333333335,2.862802321089134,195.37075416558147,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,402,boat,24.26616512345679,9,9,1,NA,1.5,area_season,1,NA,1,1.9994294186376065,16.17744341563786,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,10,404,bank,4113.260623405498,18,18,1,32,4.82864625,month,32,32,2.28125,3.1797645254455964,851.8455091642918,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,404,boat,6523.368778935186,18,18,1,66,6.057323181818182,month,66,66,2.8181818181818183,1.975590915119329,1076.9391995652302,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,406,bank,4833.049315266104,9,9,1,44,3.926515227272727,month,44,44,2.0681818181818183,3.038789489509122,1230.874970685657,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,10,406,boat,1963.4407310956792,9,9,1,22,6.748485,month,22,22,2.4545454545454546,1.7844862977358897,290.9454093912455,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,398,bank,1794.7393125040524,9,8,0.8888888888888888,36,5.731481666666666,month,36,36,2.0277777777777777,2.689729688497659,313.1370589461979,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,398,boat,1537.1747685185187,9,8,0.8888888888888888,22,6.259848636363636,month,22,22,2.3181818181818183,2.3886184699634287,245.56101238439334,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,400,bank,686.6364890728324,9,8,0.8888888888888888,7,6.2,month,7,7,2.142857142857143,1.956873294978497,110.74782081819878,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,400,boat,139.051350308642,9,8,0.8888888888888888,3,6.766666666666667,month,3,3,3.6666666666666665,0.9073771725877466,20.54946063674512,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,402,bank,49.137117799144974,9,8,0.8888888888888888,1,0.51667,month,1,1,1,2.480640426569988,95.10348539521354,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,402,boat,0,9,8,0.8888888888888888,NA,1.5,area_season,1,NA,1,1.9994294186376065,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,11,404,bank,251.35381406369208,18,16,0.8888888888888888,1,2,month,1,1,3,2.834148427294592,125.67690703184604,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,404,boat,256.52530864197536,18,16,0.8888888888888888,2,2.25,month,2,2,2,0.3535533905932738,114.01124828532238,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,406,bank,1564.060540801987,9,8,0.8888888888888888,8,1.7458325000000001,month,8,8,2.25,0.8486551873363276,895.882360307754,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,11,406,boat,1274.140808256173,9,8,0.8888888888888888,29,6.240805172413793,month,29,29,2.7241379310344827,1.1486752977502286,204.16288812992474,estimated,partial,week
Quillayute fall salmon 2025,Standard,2025,12,398,bank,130.88703432825113,1,1,1,NA,5.467886341463415,area_season,41,NA,1.975609756097561,2.68029411325395,23.937409476807225,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,12,398,boat,163.85717592592593,1,1,1,NA,6.1814816666666665,area_season,36,NA,2.361111111111111,2.1411538063810363,26.507750853572475,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,12,400,bank,21.938900413298622,1,1,1,NA,6.4525,area_season,20,NA,2.05,2.247215486875398,3.4000620555286516,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,12,400,boat,9.638657407407408,1,1,1,NA,6.525,area_season,4,NA,3.25,0.8845903006477066,1.4771888746984532,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,12,402,bank,0,1,1,1,NA,1.7625,area_season,4,NA,2,2.480640426569988,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,12,402,boat,0,1,1,1,NA,1.5,area_season,1,NA,1,1.9994294186376065,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,12,404,bank,0,2,2,1,NA,3.9514929850746268,area_season,67,NA,2.08955223880597,2.834148427294592,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,12,404,boat,0,2,2,1,NA,5.707168279569893,area_season,93,NA,2.752688172043011,2.155744141503681,0,zero_effort,partial,week
Quillayute fall salmon 2025,Standard,2025,12,406,bank,5.244122985862384,1,1,1,NA,3.7847225,area_season,72,NA,1.9027777777777777,3.234799401303354,1.3856030358533244,estimated_donor,partial,week
Quillayute fall salmon 2025,Standard,2025,12,406,boat,9.638657407407408,1,1,1,NA,6.436728703703704,area_season,54,NA,2.6666666666666665,1.4820320566874494,1.4974465836755415,estimated_donor,partial,week
Satsop salmon 2022,Standard,2022,10,329,bank,5693.46621639546,5,4,0.8,42,4.04484119047619,month,42,42,1.6666666666666667,2.398580776835724,1407.5870839629133,estimated,partial,week
Satsop salmon 2022,Standard,2022,10,329,boat,3085.588283632898,5,4,0.8,32,6.590624375,month,32,32,2.5,2.398938811931881,468.1784468460013,estimated,partial,week
Satsop salmon 2022,Standard,2022,11,329,bank,11769.388396414553,9,8,0.8888888888888888,144,4.212847152777778,month,144,144,1.7013888888888888,2.279370754182063,2793.6898656895974,estimated,partial,week
Satsop salmon 2022,Standard,2022,11,329,boat,5836.027709241104,9,8,0.8888888888888888,63,6.1269841269841265,month,63,63,2.4761904761904763,2.046354269292205,952.5122945134445,estimated,partial,week
Satsop salmon 2022,Standard,2022,12,329,bank,1338.0869125049228,5,5,1,38,2.6469294736842106,month,38,38,1.5263157894736843,1.9445734384691453,505.5242029710996,estimated,partial,week
Satsop salmon 2022,Standard,2022,12,329,boat,575.3717061546841,5,5,1,6,5.855555,month,6,6,1.8333333333333333,2.107597187251397,98.26083200562272,estimated,partial,week
Satsop salmon 2023,Standard,2023,10,329,bank,24743.451493754328,10,9,0.9,124,4.060618225806452,month,124,124,1.7258064516129032,2.2535489284598818,6093.518306277168,estimated,partial,week
Satsop salmon 2023,Standard,2023,10,329,boat,12761.08516872428,10,9,0.9,41,6.520325365853658,month,41,41,2.268292682926829,2.3741856542697937,1957.1239857987614,estimated,partial,week
Satsop salmon 2023,Standard,2023,11,329,bank,6130.521909290424,9,8,0.8888888888888888,106,2.806760754716981,month,106,106,1.6415094339622642,2.1926144715639833,2184.1982431126708,estimated,partial,week
Satsop salmon 2023,Standard,2023,11,329,boat,5953.680323927102,9,8,0.8888888888888888,55,5.392121454545455,month,55,55,2.618181818181818,2.0857118667233108,1104.1443287424959,estimated,partial,week
Satsop salmon 2023,Standard,2023,12,329,bank,165.54873610302002,6,1,0.16666666666666666,NA,3.4827534782608693,area_season,230,NA,1.6869565217391305,2.3074707207525313,47.53386570033307,estimated_donor,partial,week
Satsop salmon 2023,Standard,2023,12,329,boat,141.5239700176367,6,1,0.16666666666666666,NA,5.873958541666667,area_season,96,NA,2.46875,2.2717471901085893,24.093457421216485,estimated_donor,partial,week
Satsop salmon 2024,Standard,2024,10,329,bank,18066.46146108227,9,9,1,203,4.51223315270936,month,203,203,1.7536945812807883,2.216695598885139,4003.8847394741347,estimated,partial,week
Satsop salmon 2024,Standard,2024,10,329,boat,11991.442269459498,9,9,1,59,6.513559322033898,month,59,59,2.4237288135593222,2.289155600601464,1840.9968615615676,estimated,partial,week
Satsop salmon 2024,Standard,2024,11,329,bank,5915.16333653877,10,9,0.9,88,3.5210229545454546,month,88,88,1.7954545454545454,1.9058098261020255,1679.955914204594,estimated,partial,week
Satsop salmon 2024,Standard,2024,11,329,boat,6052.55263211382,10,9,0.9,57,6.105848070175439,month,57,57,2.6140350877192984,1.82412612446093,991.2714110392061,estimated,partial,week
Satsop salmon 2024,Standard,2024,12,329,bank,1056.845404656333,10,9,0.9,28,2.6291667857142857,month,28,28,1.8214285714285714,1.837601838113315,401.96970781722837,estimated,partial,week
Satsop salmon 2024,Standard,2024,12,329,boat,1794.4731452624708,10,9,0.9,19,5.37193,month,19,19,1.894736842105263,1.5920532124063358,334.04626368222796,estimated,partial,week
Satsop salmon 2025,Standard,2025,10,329,bank,17263.277398062633,9,9,1,95,3.6643856842105262,month,95,95,1.9894736842105263,1.8984198189948536,4711.0972713512065,estimated,collected,week
Satsop salmon 2025,Standard,2025,10,329,boat,11041.524879188713,9,9,1,40,6.38583375,month,40,40,2.325,1.7745530469355209,1729.0655083509987,estimated,collected,week
Satsop salmon 2025,Standard,2025,11,329,bank,3255.83754688423,9,8,0.8888888888888888,83,3.2200809638554215,month,83,83,1.6265060240963856,1.8755321477582487,1011.1042496850753,estimated,collected,week
Satsop salmon 2025,Standard,2025,11,329,boat,3751.7112037037036,9,8,0.8888888888888888,69,5.9285033333333335,month,69,69,2.5217391304347827,2.086568283622563,632.8260258553795,estimated,collected,week
Satsop salmon 2025,Standard,2025,12,329,bank,843.8877034184,9,9,1,16,2.169791875,month,16,16,1.25,1.3162540410078836,388.92564450145704,estimated,collected,week
Satsop salmon 2025,Standard,2025,12,329,boat,814.2489576719577,9,9,1,12,5.333334166666667,month,12,12,2.0833333333333335,2.1035795994726287,152.67165570854584,estimated,collected,week
Skagit fall salmon 2022,Standard,2022,9,830,bank,16306.949570974346,45,42,0.9333333333333333,88,3.0863642045454545,month,88,88,1.625,1.8432029034350894,5283.546752829178,estimated,partial,week
Skagit fall salmon 2022,Standard,2022,9,830,boat,44180.12734827264,45,42,0.9333333333333333,471,5.0083864755838645,month,471,471,2.180467091295117,1.9093327027711493,8821.229664214809,estimated,partial,week
Skagit fall salmon 2022,Standard,2022,10,830,bank,20627.293007272485,60,60,1,83,2.759839156626506,month,83,83,1.6265060240963856,1.786233733525897,7474.092451273969,estimated,partial,week
Skagit fall salmon 2022,Standard,2022,10,830,boat,33099.79819833489,60,60,1,403,5.59776682382134,month,403,403,2.2332506203473947,2.0923073485035193,5913.036258937839,estimated,partial,week
Skagit fall salmon 2022,Standard,2022,11,830,bank,6038.048289531741,54,48,0.8888888888888888,30,2.422222,month,30,30,1.3666666666666667,1.5518386207121515,2492.7724583179165,estimated,partial,week
Skagit fall salmon 2022,Standard,2022,11,830,boat,10212.503088235293,54,48,0.8888888888888888,88,4.985605909090909,month,88,88,2.2045454545454546,1.7748094983992957,2048.3975818492786,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,8,830,bank,32071.233456048933,15,15,1,39,2.5448717948717947,month,39,39,1.9743589743589745,1.570242502067539,12602.29828499656,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,8,830,boat,17303.764132154403,15,15,1,185,3.8889187567567567,month,185,185,2.4054054054054053,1.6511729005504037,4449.505174694169,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,9,830,bank,72780.15893411488,50,47,0.94,123,2.7060977235772357,month,123,123,2.040650406504065,1.6230104725093746,26894.87460116761,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,9,830,boat,46218.74403381414,50,47,0.94,399,4.482581428571429,month,399,399,2.398496240601504,2.0677641758656087,10310.742765144541,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,10,830,bank,41205.00864973694,60,59,0.9833333333333333,100,3.1226664,month,100,100,1.61,2.3772188597532846,13195.456501449191,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,10,830,boat,34774.28376023557,60,59,0.9833333333333333,348,4.650047873563218,month,348,348,2.2614942528735633,1.8635852100303545,7478.263601959196,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,11,830,bank,8765.458419605004,54,42,0.7777777777777778,42,2.4670633333333334,month,42,42,1.3571428571428572,1.5931781581796849,3552.9928645008454,estimated,partial,week
Skagit fall salmon 2023,Standard,2023,11,830,boat,8498.111091952213,54,42,0.7777777777777778,48,4.510416666666667,month,48,48,2.2291666666666665,1.9077473757425227,1884.1077709640008,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,9,830,bank,18439.897102618157,45,45,1,157,3.2230363057324842,month,157,157,1.78343949044586,1.9164360265070048,5721.281224732406,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,9,830,boat,44972.58310185185,45,45,1,430,4.72372076744186,month,430,430,2.0395348837209304,1.9034932106888562,9520.584580660308,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,10,830,bank,16887.255530380826,45,45,1,84,2.6652784523809525,month,84,84,1.4880952380952381,1.639678077216624,6336.019231046972,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,10,830,boat,32733.746342592593,45,45,1,209,4.671371674641148,month,209,209,2.22488038277512,1.9280024831037934,7007.309334919743,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,11,830,bank,5723.545336551985,50,45,0.9,54,2.528086111111111,month,54,54,1.6296296296296295,1.353165144148127,2263.983537347329,estimated,partial,week
Skagit fall salmon 2024,Standard,2024,11,830,boat,9777.698356481482,50,45,0.9,39,5.427777435897436,month,39,39,2.5641025641025643,1.9991974262026644,1801.4184391230153,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,8,830,bank,21063.383604755247,15,15,1,71,3.0330988732394366,month,71,71,2.084507042253521,1.9340850684980957,6944.509389586417,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,8,830,boat,12746.550685723134,15,15,1,111,4.099249099099099,month,111,111,2.2162162162162162,1.9337962783553493,3109.4842927511945,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,9,826,bank,3156.1143221847856,4,4,1,11,5.065150909090909,month,11,11,2.4545454545454546,2.3302526747735084,623.1037098065935,estimated,partial,week
Skagit fall salmon 2025,Standard,2025,9,826,boat,0,4,4,1,NA,4.743243108108108,type_season,740,NA,2.4364864864864866,2.015627047434955,0,zero_effort,partial,week
Skagit fall salmon 2025,Standard,2025,9,830,bank,54487.46206052033,46,46,1,117,3.450854700854701,month,117,117,1.9572649572649572,2.447765269180122,15789.555569240565,estimated,partial,week
