block,river_label,year,mode,location,angler_trips,total_salmon_harvest,catch_area_codes,tier,source_id,method,trips_per_salmon
ColumbiaTrib,Lewis River,2025,unknown,unknown,2667.105017256249,952,611|615,P2|P3,crc_harvest_projection|p2_block_ratio,"P2 block ratio 2.941 creel-trips per CRC-salmon (block_pooled, 3 donor area(s) [533|618|690]) x CRC harvest 65. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P3 projected: 6-yr mean CRC harvest 887 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.8015809004792533
ColumbiaTrib,Little Washougal River,2024,unknown,unknown,111.6542695376545,40,661,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 40. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Lower Cowlitz,2022,unknown,unknown,28615.92724192586,6869,561,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 6869. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Lower Cowlitz,2023,unknown,unknown,14849.482569536833,6615,561,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 6615. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Lower Cowlitz,2024,unknown,unknown,10685.313594753537,3828,507|561,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 13. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 3815. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.791356738441363
ColumbiaTrib,Lower Cowlitz,2025,unknown,unknown,191.25445893284132,66.8,507|561,P2|P3,crc_harvest_projection|p2_block_ratio,"P2 block ratio 2.941 creel-trips per CRC-salmon (block_pooled, 3 donor area(s) [533|618|690]) x CRC harvest 32. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P3 projected: 6-yr mean CRC harvest 35 (5 of 6 years: 2019|2020|2021|2022|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.863090702587445
ColumbiaTrib,McNary Reservoir,2022,unknown,unknown,1603.8916855643406,385,533,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 385. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,McNary Reservoir,2023,unknown,combined,1562.26385472027,62.6927679409378,533,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",24.919363206168573
ColumbiaTrib,McNary Reservoir,2024,unknown,combined,2767.180410962862,135.85087958914121,533,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",20.369249130603695
ColumbiaTrib,McNary Reservoir,2025,unknown,combined,1975.7572160449931,42.61647282963507,533,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",46.36135008036308
ColumbiaTrib,Methow River,2022,unknown,unknown,58.32333402052148,14,621,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 14. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Methow River,2024,unknown,unknown,175.85547452180586,63,621,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 63. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Methow River,2025,unknown,unknown,53.73361721499623,19.25,621,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 19 (4 of 6 years: 2019|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Mill Creek (Lewis Co),2022,unknown,unknown,99.98285832089397,24,625,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 24. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Mill Creek (Lewis Co),2025,unknown,unknown,22.3308539075309,8,625,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 8 (3 of 6 years: 2019|2022|2023) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Okanogan River,2022,unknown,unknown,599.8971499253638,144,627,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 144. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Okanogan River,2024,unknown,unknown,1007.6797825773319,361,627,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 361. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Okanogan River,2025,unknown,unknown,436.84732956607326,156.5,627,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 156 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Olequa Creek,2024,unknown,unknown,36.287637599737714,13,569,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 13. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Olequa Creek,2025,unknown,unknown,28.471838732101897,10.2,569,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 10 (5 of 6 years: 2019|2020|2021|2022|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Salmon Creek (Clark Co),2024,unknown,unknown,332.1714518745222,119,635,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 119. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Similkameen River,2022,unknown,unknown,179.13595449160167,43,629,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 43. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Similkameen River,2025,unknown,unknown,37.6833159689584,13.5,629,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 14 (4 of 6 years: 2019|2021|2022|2023) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Skamokawa Creek,2024,unknown,unknown,44.6617078150618,16,638,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 16. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Snake River,2022,unknown,bank,2942,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2022,unknown,boat,1378,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2023,unknown,bank,1713,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2023,unknown,boat,5536,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2024,unknown,bank,1335,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2024,unknown,boat,6919,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2025,unknown,bank,2172,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Snake River,2025,unknown,boat,949,0,,P1,R1_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Jeremy Trump / R1 annual angler-trip summary)",NA
ColumbiaTrib,Tilton River,2022,unknown,unknown,13326.881823689157,3199,571,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 3199. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Tilton River,2023,unknown,unknown,6384.267336018557,2844,571,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 2844. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Tilton River,2024,unknown,unknown,6020.956484818019,2157,571,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 2157. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Tilton River,2025,unknown,unknown,7206.352646409451,2581.6666666666665,571,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 2582 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Toutle River,2022,unknown,unknown,4628.3731497713825,1111,573|575,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 1087. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 24. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Toutle River,2023,unknown,unknown,2936.2242178313195,1308,573|575,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 1276. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 32. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Toutle River,2024,unknown,unknown,1203.0747542682275,431,573|575,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 26. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 405. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.791356738441363
ColumbiaTrib,Toutle River,2025,unknown,unknown,1892.0746425401703,677.8333333333334,573|575,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 42 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 636 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Upper Cowlitz River,2022,unknown,unknown,7577.867470237755,1819,559|563,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 1747. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 72. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Upper Cowlitz River,2023,unknown,unknown,5356.139895829914,2386,559|563,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 16. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 2370. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Upper Cowlitz River,2024,unknown,unknown,2771.8172412722733,993,559|563,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 65. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 928. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Upper Cowlitz River,2025,unknown,unknown,4032.5800348016223,1444.6666666666667,559|563,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 1386 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 59 (4 of 6 years: 2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Washougal River,2022,unknown,unknown,2216.2866927798163,532,667|668,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 435. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 97. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Washougal River,2023,unknown,unknown,879.9693374540346,392,665|667|668,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 17. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 324. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 51. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Washougal River,2024,unknown,unknown,1069.089630823042,383,667|668,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 26. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 357. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Washougal River,2025,unknown,unknown,1140.7344537763702,408.66666666666663,665|667|668,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 353 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 50 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 6 (3 of 6 years: 2019|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Wenatchee River,2022,unknown,unknown,2124.6357393189965,510,674,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 510. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Wenatchee River,2023,unknown,unknown,150.40292247301102,67,674,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 67. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Wenatchee River,2025,unknown,unknown,412.19034504317455,147.66666666666666,674,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 148 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Wind River,2022,unknown,unknown,23941.72861542407,5747,677|680,P2,p2_block_ratio,"P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 311. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 4.166 creel-trips per CRC-salmon (block_year, 2 donor area(s) [618|690]) x CRC harvest 5436. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",4.165952430037248
ColumbiaTrib,Wind River,2023,unknown,unknown,8907.444721983697,3968,677|680,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 133. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 3835. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Wind River,2024,unknown,unknown,14274.99836038913,5114,677|680,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 136. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 4978. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.791356738441363
ColumbiaTrib,Wind River,2025,unknown,unknown,9241.251708733205,3310.666666666667,677|680,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 156 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.; P3 projected: 6-yr mean CRC harvest 3154 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
ColumbiaTrib,Yakima,2022,unknown,bank,7902.836007067821,2907.310291902091,690,P1,R3_external,"external district-supplied calculation, not independently vetted by WDFW HQ (Todd Miller / R-district weekly summary)",2.718263691729112
ColumbiaTrib,Yakima,2023,unknown,unknown,924.8657322220976,412,690,P2,p2_block_ratio,"P2 block ratio 2.245 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 412. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.2448197384031494
ColumbiaTrib,Yakima,2024,unknown,unknown,2012.5682084162224,721,690,P2,p2_block_ratio,"P2 block ratio 2.791 creel-trips per CRC-salmon (block_year, 2 donor area(s) [533|618]) x CRC harvest 721. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.7913567384413627
ColumbiaTrib,Yakima,2025,unknown,unknown,1287.2806825445418,461.1666666666667,690,P3,crc_harvest_projection,"P3 projected: 6-yr mean CRC harvest 461 (6 of 6 years: 2019|2020|2021|2022|2023|2024) x block_year ratio 2.791 (2 donor area(s) [533|618]) from 2024. Excludes PugetSound, which use a separate NEPA-derived 2014+ even/odd-year projection.",2.7913567384413627
PugetSound,Baker,2022,unknown,unknown,35200.91470078158,5887,824|825,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 164. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 5723. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.9794317480519075
PugetSound,Baker,2023,unknown,unknown,28026.574900862994,12909,824|825,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 12729. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.; P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 180. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,California Creek,2023,unknown,unknown,175.85812742814335,81,710,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 81. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Canyon Creek (Snohomish Co),2022,unknown,unknown,71.75318097662287,12,866,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 12. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051906
PugetSound,Canyon Creek (Snohomish Co),2023,unknown,unknown,314.807758976306,145,866,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 145. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Cascade,2022,unguided,bank,1658.0873264483816,954.6986333333333,826,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.7367651618596798
PugetSound,Cascade,2023,unguided,bank,2897.708266862889,2749.89550563722,826,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.0537521374621894
PugetSound,Cascade,2024,unguided,bank,2619.075307144715,1357.3284345238096,826,P1,creel_pe,design-based PE (pe_period=month); trip_length_source=month; estimated,1.9295811098686393
PugetSound,Chambers Creek,2022,unknown,unknown,944.7502161922013,158,714,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 158. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
PugetSound,Chambers Creek,2023,unknown,unknown,86.84351971760165,40,714,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 40. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Clallam River,2022,unknown,unknown,173.4035206935053,29,718,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 29. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
PugetSound,Clallam River,2023,unknown,unknown,43.421759858800826,20,718,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 20. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Deep Creek (Clallam Co),2022,unknown,unknown,430.5190858597373,72,726,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 72. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
PugetSound,Deschutes River,2023,unknown,unknown,175.85812742814335,81,728,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 81. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Dewatto River,2023,unknown,unknown,43.421759858800826,20,732,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 20. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Duckabush River,2022,unknown,unknown,83.71204447272669,14,736,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 14. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
PugetSound,Dungeness,2022,unknown,unknown,10954.318962431093,1832,738,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 1832. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
PugetSound,Dungeness,2023,unknown,unknown,2153.719288996521,992,738,P2,p2_block_ratio,"P2 block ratio 2.171 creel-trips per CRC-salmon (block_year, 10 donor area(s) [786|794|802|804|826|830|844|850|860|872]) x CRC harvest 992. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",2.1710879929400413
PugetSound,Green-Duwamish,2022,unknown,unknown,43811.29641797632,7327,746,P2,p2_block_ratio,"P2 block ratio 5.979 creel-trips per CRC-salmon (block_year, 9 donor area(s) [786|802|804|826|830|850|852|860|872]) x CRC harvest 7327. CRC-denominated: the CRC reporting bias is inside the ratio, not applied on top of it.",5.979431748051907
