analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,78.15960833333332,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,30.249999999999996,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,7.4025,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,109.59401249999999,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,22.2075,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,19.886,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,19.886,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,24.087,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-14,2023-08-20,33,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,24.087,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,59.57933333333333,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,338.8629863333333,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,178.738,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,3.42,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,10.26,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,90.971,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,90.971,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,5.683,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-21,2023-08-27,34,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,5.683,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,91.3775,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,438.2280125000001,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,182.755,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,14.631,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,29.262,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,225.08,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,225.08,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,8.795,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-08-28,2023-09-03,35,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,8.795,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,186.61450000000002,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,81.75368450000008,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,4,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,746.4580000000001,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,2,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,45.234,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,379.8870479999999,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,4,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,180.936,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,84.849,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,84.849,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,20.455,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-04,2023-09-10,36,weekend,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,20.455,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,3,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,169.187,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,5360.253364000001,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,4,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,676.748,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,11.861,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,4,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,degrees_freedom,37.5,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekday,Boat,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,total_catch,47.444,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,number_observations,1,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_mean,207.148,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,daily_variance,0,week
74C3A10F-F03D-4684-8085-5DB2224261D0,District 11,Nisqually salmon 2023,1,2023-09-11,2023-09-17,37,weekend,Bank,Chinook|Coho|Pink_Adult|Jack|NA_AD|NA|UM|UNK_Kept,PE,catch,days_open,1,week
