analysis_id,project_name,fishery_name,section_num,min_event_date,max_event_date,period,day_type,angler_final,est_cg,model_type,estimate_category,estimate_type,estimate_value,estimate_time_period
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,141.269,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,68.56,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,68.56,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,50.85466666666667,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,680.6106323333333,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,152.564,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,34.987,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,34.987,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,23.880666666666666,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,156.8637763333334,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,2,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,71.642,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,100.51650000000001,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,723.9393005000001,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,502.58250000000004,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,99.396,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-08-29,2022-09-04,35,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,99.396,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,57.59400000000001,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,160.59904200000008,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,172.78200000000004,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,65.542,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-05,2022-09-11,36,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,65.542,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,55.70733333333333,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,311.2633543333332,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,167.12199999999999,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,29.672,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-12,2022-09-18,37,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,29.672,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,58.9795,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,265.8126244999999,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,176.9385,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,7.719,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-19,2022-09-25,38,weekend,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,7.719,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_mean,10.640666666666668,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,daily_variance,135.96886533333335,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,degrees_freedom,8.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,3,2022-09-26,2022-09-30,39,weekday,Bank,Chinook|Coho_Adult|Jack_AD|UM_Kept,PE,catch,total_catch,31.922000000000004,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,daily_mean,4568.13887841153,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,daily_variance,787739.513274313,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,days_open,4,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekday,Bank,NA,PE,effort,total_effort,18272.55551364612,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekend,Bank,NA,PE,effort,number_observations,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekend,Bank,NA,PE,effort,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekend,Bank,NA,PE,effort,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-16,2022-08-21,33,weekend,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,daily_mean,2848.0044089236426,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,daily_variance,1144819.6706811548,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekday,Bank,NA,PE,effort,total_effort,8544.013226770927,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,daily_mean,4202.912228610856,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-22,2022-08-28,34,weekend,Bank,NA,PE,effort,total_effort,4202.912228610856,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,daily_mean,3366.9633463661453,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,daily_variance,72101.18183310945,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekday,Bank,NA,PE,effort,total_effort,10100.890039098436,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,daily_mean,3991.9159153633855,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-08-29,2022-09-04,35,weekend,Bank,NA,PE,effort,total_effort,3991.9159153633855,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,number_observations,2,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,daily_mean,1887.0179461821526,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,daily_variance,3317.0591177599663,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,days_open,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekday,Bank,NA,PE,effort,total_effort,5661.053838546458,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,number_observations,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,daily_mean,3395.5713201471945,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,daily_variance,0,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,days_open,1,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,degrees_freedom,12.5,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-05,2022-09-11,36,weekend,Bank,NA,PE,effort,total_effort,3395.5713201471945,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,NA,PE,effort,number_observations,3,week
F2F6589E-058A-4214-ACD7-EA0467160577,District 11,Puyallup_Carbon salmon 2022,1,2022-09-12,2022-09-18,37,weekday,Bank,NA,PE,effort,daily_mean,1977.5335234590616,week
