fishery_name,study_design,year,month,catch_area_code,angler_final,catch_group,species_scope,is_total,est_cg,harvest_est,harvest_var,n_strata,harvest_se,harvest_cv,harvest_l95,harvest_u95,life_stage_levels,fin_mark_levels,fate_levels,total_effort_hrs,harvest_per_hr,pe_period
Quillayute fall salmon 2024,Standard,2024,10,400,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,216.60170780659817,0,week
Quillayute fall salmon 2024,Standard,2024,10,400,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,67.71170634920634,0,week
Quillayute fall salmon 2024,Standard,2024,10,400,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,67.71170634920634,0,week
Quillayute fall salmon 2024,Standard,2024,10,400,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,67.71170634920634,0,week
Quillayute fall salmon 2024,Standard,2024,10,400,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,67.71170634920634,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,100.75550615515124,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,100.75550615515124,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,100.75550615515124,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,100.75550615515124,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,556.3760218253968,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,556.3760218253968,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,556.3760218253968,0,week
Quillayute fall salmon 2024,Standard,2024,10,402,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,556.3760218253968,0,week
Quillayute fall salmon 2024,Standard,2024,10,404,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,25.123,50.3990584,7,7.099229422972609,0.28257888878607684,11.208510330973688,39.037489669026314,Adult|Jack|Smolt,AD|UM|UNK,Kept,1384.7592336977664,0.018142504045929528,week
Quillayute fall salmon 2024,Standard,2024,10,404,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,69.682,120.07139559999999,7,10.95770941392406,0.15725308421004075,48.20488954870885,91.15911045129116,Adult|Jack|Smolt,AD|UM|UNK,Kept,1384.7592336977664,0.05032066102489597,week
Quillayute fall salmon 2024,Standard,2024,10,404,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,44.559000000000005,30.019556400000006,7,5.479010531108697,0.12296080547383686,33.82013935902696,55.29786064097305,Adult|Jack|Smolt,AD|UM|UNK,Kept,1384.7592336977664,0.03217815697896644,week
Quillayute fall salmon 2024,Standard,2024,10,404,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,7,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,1384.7592336977664,0,week
Quillayute fall salmon 2024,Standard,2024,10,404,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,359.613,392.15155599999997,6,19.802816870334382,0.05506702168813247,320.7994789341446,398.4265210658554,Adult|Jack|Smolt,AD|UM|UNK,Kept,4716.400575396826,0.07624734037136849,week
Quillayute fall salmon 2024,Standard,2024,10,404,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,678.326,958.8656953999998,6,30.965556597613418,0.04564996269878114,617.6335090686778,739.0184909313223,Adult|Jack|Smolt,AD|UM|UNK,Kept,4716.400575396826,0.1438228134265138,week
Quillayute fall salmon 2024,Standard,2024,10,404,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,318.718,194.37325940000002,6,13.94178106986335,0.04374331248898195,291.39210910306787,346.04389089693217,Adult|Jack|Smolt,AD|UM|UNK,Kept,4716.400575396826,0.06757653318562407,week
Quillayute fall salmon 2024,Standard,2024,10,404,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,4716.400575396826,0,week
Quillayute fall salmon 2024,Standard,2024,10,406,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,63.832499999999996,1030.9609457499998,9,32.108580562678256,0.5030130507606354,0.8996820971506168,126.76531790284938,Adult|Jack|Smolt,AD|UM|UNK,Kept,1621.7814191803395,0.039359496443276194,week
Quillayute fall salmon 2024,Standard,2024,10,406,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,79.1605,828.6381463499999,9,28.78607556354287,0.36364191185683353,22.739791895455973,135.58120810454403,Adult|Jack|Smolt,AD|UM|UNK,Kept,1621.7814191803395,0.04881083175808507,week
Quillayute fall salmon 2024,Standard,2024,10,406,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,12.643,31.849676599999995,9,5.643551771712562,0.44637758219667495,1.5816385274433795,23.70436147255662,Adult|Jack|Smolt,AD|UM|UNK,Kept,1621.7814191803395,0.0077957484593638195,week
Quillayute fall salmon 2024,Standard,2024,10,406,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,2.6875,4.3335937499999995,9,2.0817285485864865,0.7745966692414833,-1.3926879552295137,6.767687955229514,Adult|Jack|Smolt,AD|UM|UNK,Kept,1621.7814191803395,0.0016571283702080412,week
Quillayute fall salmon 2024,Standard,2024,10,406,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,154.46699999999998,200.80694260000004,5,14.170636633546145,0.09173892568345438,126.69255219824954,182.24144780175044,Adult|Jack|Smolt,AD|UM|UNK,Kept,4197.156263227514,0.036802775572911006,week
Quillayute fall salmon 2024,Standard,2024,10,406,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,311.501,7664.632605599997,5,87.54788749935659,0.28105170609197594,139.90714050126107,483.09485949873886,Adult|Jack|Smolt,AD|UM|UNK,Kept,4197.156263227514,0.07421715572735504,week
Quillayute fall salmon 2024,Standard,2024,10,406,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,157.0285,5653.19769375,5,75.18774962552078,0.4788159450387718,9.660510733979294,304.3964892660207,Adult|Jack|Smolt,AD|UM|UNK,Kept,4197.156263227514,0.037413069743381155,week
Quillayute fall salmon 2024,Standard,2024,10,406,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,4197.156263227514,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,690.8799032506267,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,690.8799032506267,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,690.8799032506267,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,8,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,690.8799032506267,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,1333.1500264550266,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,1333.1500264550266,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,1333.1500264550266,0,week
Quillayute fall salmon 2024,Standard,2024,11,398,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,6,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,1333.1500264550266,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,342.13124760838906,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,342.13124760838906,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,342.13124760838906,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,5,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,342.13124760838906,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,2.456,0,2,0,0,2.456,2.456,Adult|Jack|Smolt,AD|UM|UNK,Kept,72.31814153439153,0.0339610497157484,week
Quillayute fall salmon 2024,Standard,2024,11,400,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,2.456,0,2,0,0,2.456,2.456,Adult|Jack|Smolt,AD|UM|UNK,Kept,72.31814153439153,0.0339610497157484,week
Quillayute fall salmon 2024,Standard,2024,11,400,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,72.31814153439153,0,week
Quillayute fall salmon 2024,Standard,2024,11,400,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,2,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,72.31814153439153,0,week
Quillayute fall salmon 2024,Standard,2024,11,402,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,58.737876984126984,0,week
Quillayute fall salmon 2024,Standard,2024,11,402,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,58.737876984126984,0,week
Quillayute fall salmon 2024,Standard,2024,11,402,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,58.737876984126984,0,week
Quillayute fall salmon 2024,Standard,2024,11,402,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,58.737876984126984,0,week
Quillayute fall salmon 2024,Standard,2024,11,404,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,477.68723544973545,0,week
Quillayute fall salmon 2024,Standard,2024,11,404,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,477.68723544973545,0,week
Quillayute fall salmon 2024,Standard,2024,11,404,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,477.68723544973545,0,week
Quillayute fall salmon 2024,Standard,2024,11,404,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,477.68723544973545,0,week
Quillayute fall salmon 2024,Standard,2024,11,406,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,760.8349794954999,0,week
Quillayute fall salmon 2024,Standard,2024,11,406,bank,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,6.828,36.2904736,9,6.024157501261068,0.8822726276012108,-4.979348702471692,18.635348702471692,Adult|Jack|Smolt,AD|UM|UNK,Kept,760.8349794954999,0.008974350790926518,week
Quillayute fall salmon 2024,Standard,2024,11,406,bank,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,6.828,36.2904736,9,6.024157501261068,0.8822726276012108,-4.979348702471692,18.635348702471692,Adult|Jack|Smolt,AD|UM|UNK,Kept,760.8349794954999,0.008974350790926518,week
Quillayute fall salmon 2024,Standard,2024,11,406,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,760.8349794954999,0,week
Quillayute fall salmon 2024,Standard,2024,11,406,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack|Smolt_AD|UM|UNK_Kept,34.164,158.11124460000002,9,12.574229383942383,0.3680549521116492,9.518510407472931,58.80948959252707,Adult|Jack|Smolt,AD|UM|UNK,Kept,3293.6003802910054,0.010372843106418833,week
Quillayute fall salmon 2024,Standard,2024,11,406,boat,TotalSalmon,Chinook+Coho+Sockeye,TRUE,Chinook|Coho|Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,122.806,1098.9826925999996,9,33.15090786992114,0.26994534363077655,57.830220574954566,187.78177942504544,Adult|Jack|Smolt,AD|UM|UNK,Kept,3293.6003802910054,0.03728624782012853,week
Quillayute fall salmon 2024,Standard,2024,11,406,boat,Coho,Coho,FALSE,Coho_Adult|Jack|Smolt_AD|UM|UNK_Kept,88.6425,835.8412247499997,9,28.91091878079975,0.32615188855007193,31.97709918963249,145.3079008103675,Adult|Jack|Smolt,AD|UM|UNK,Kept,3293.6003802910054,0.026913556523262244,week
Quillayute fall salmon 2024,Standard,2024,11,406,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack|Smolt_AD|UM|UNK_Kept,0,0,9,0,NA,0,0,Adult|Jack|Smolt,AD|UM|UNK,Kept,3293.6003802910054,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,265.7962173187886,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,398,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,3,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,189.87146990740743,0,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,3.3660000000000005,0,4,0,0,3.3660000000000005,3.3660000000000005,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0.005479099209382769,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,3.3660000000000005,0,4,0,0,3.3660000000000005,3.3660000000000005,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0.005479099209382769,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0,week
Quillayute fall salmon 2025,Standard,2025,9,400,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,4,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,614.3345596363433,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,93.46920970352947,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,402,boat,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,1,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,39.71068672839507,0,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,7.9225,15.443539350000004,14,3.929826885500175,0.49603368703063105,0.22003930441965824,15.624960695580342,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0.004294360084318513,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,TotalSalmon,Chinook+Chum+Coho+Pink+Sockeye,TRUE,Chinook|Chum|Coho|Pink|Sockeye_Adult|Jack_AD|UM|UNK_Kept,193.17749999999998,12861.774028349999,14,113.4097616096163,0.5870754182532454,-29.10563275484796,415.4606327548479,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0.10471110699759412,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,Chum,Chum,FALSE,Chum_Adult|Jack_AD|UM|UNK_Kept,0,0,14,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,Coho,Coho,FALSE,Coho_Adult|Jack_AD|UM|UNK_Kept,185.255,12777.099494999999,14,113.03583279208412,0.6101634654507794,-36.29523227248487,406.8052322724849,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0.10041674691327561,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,Pink,Pink,FALSE,Pink_Adult|Jack_AD|UM|UNK_Kept,0,0,14,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0,week
Quillayute fall salmon 2025,Standard,2025,9,404,bank,Sockeye,Sockeye,FALSE,Sockeye_Adult|Jack_AD|UM|UNK_Kept,0,0,14,0,NA,0,0,Adult|Jack,AD|UM|UNK,Kept,1844.8615962434483,0,week
Quillayute fall salmon 2025,Standard,2025,9,404,boat,Chinook,Chinook,FALSE,Chinook_Adult|Jack_AD|UM|UNK_Kept,22.616,24.423364000000003,11,4.942,0.21851786345949772,12.92968,32.30232,Adult|Jack,AD|UM|UNK,Kept,2114.7460358796297,0.01069442836931143,week
